Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,162.4099017,10,0.1,,,,,0,25,0
2,420.3424277,20,0.1,,,,,0,35,0
3,1121.893821,30,0.1,,,,,0,35,0
4,2559.418102,40,0.1,,,,,0,35,0
5,3561.774076,50,0.1,,,,,0,35,0
6,4298.381325,60,0.1,,,,,0,35,0
7,5201.565113,70,0.1,,,,,0,35,0
8,6106.416959,80,0.1,,,,,0,35,0
9,6967.627226,90,0.1,,,,,0,35,0
10,7947.483973,100,0.1,,,,,0,35,0
11,8944.666648,110,0.1,,,,,0,35,0
12,9785.725185,120,0.1,,,,,0,35,0
13,10169.78491,130,0.1,,,,,0,35,0
14,11616.71516,140,0.1,,,,,0,35,0
15,12865.62208,150,0.1,,,,,0,35,0
16,13724.65753,160,0.1,,,,,0,35,0
17,14570.98005,170,0.1,,,,,0,35,0
18,15249.70006,180,0.1,,,,,0,35,0
19,15595.66952,190,0.1,,,,,0,35,0
20,15946.99124,200,0.1,,,,,0,35,0
21,16258.69838,210,0.1,,,,,0,35,0
22,16610.41501,220,0.1,,,,,0,35,0
23,16960.65685,230,0.1,,,,,0,35,0
24,17303.76307,240,0.1,,,,,0,35,0
25,17732.93226,250,0.1,,,,,0,35,0
26,18138.33863,260,0.1,,,,,0,35,0
27,18492.46109,270,0.1,,,,,0,35,0
28,19154.90121,280,0.1,,,,,0,35,0
29,19627.52532,290,0.1,,,,,0,35,0
30,19825.30721,300,0.1,,,,,0,35,0
31,20049.89592,310,0.1,,,,,0,35,0
32,20275.22195,320,0.1,,,,,0,35,0
33,20470.52361,330,0.1,,,,,0,35,0
34,20693.86193,340,0.1,,,,,0,35,0
35,20922.24501,350,0.1,,,,,0,35,0
36,21127.45912,360,0.1,,,,,0,35,0
37,21357.82117,370,0.1,,,,,0,35,0
38,21589.89454,380,0.1,,,,,0,35,0
39,21793.57558,390,0.1,,,,,0,35,0
40,22022.88266,400,0.1,,,,,0,35,0
41,22251.56211,410,0.1,,,,,0,35,0
42,22452.86676,420,0.1,,,,,0,35,0
43,22679.95973,430,0.1,,,,,0,35,0
44,22910.83128,440,0.1,,,,,0,35,0
45,23113.24594,450,0.1,,,,,0,35,0
46,23343.31141,460,0.1,,,,,0,35,0
47,23572.41485,470,0.1,,,,,0,35,0
48,23772.98956,480,0.1,,,,,0,35,0
49,24000.42015,490,0.1,,,,,0,35,0
50,24228.02698,500,0.1,,,,,0,35,0
51,24431.82204,510,0.1,,,,,0,35,0
52,24664.29311,520,0.1,,,,,0,35,0
53,24896.07559,530,0.1,,,,,0,35,0
54,25101.04836,540,0.1,,,,,0,35,0
55,25332.71027,550,0.1,,,,,0,35,0
56,25561.72805,560,0.1,,,,,0,35,0
57,25764.64886,570,0.1,,,,,0,35,0
58,25993.35,580,0.1,,,,,0,35,0
59,26222.01921,590,0.1,,,,,0,35,0
60,26425.97131,600,0.1,,,,,0,35,0
61,26651.41374,610,0.1,,,,,0,35,0
62,26877.819,620,0.1,,,,,0,35,0
63,27081.42707,630,0.1,,,,,0,35,0
64,27313.0525,640,0.1,,,,,0,35,0
65,27545.41541,650,0.1,,,,,0,35,0
66,27747.98813,660,0.1,,,,,0,35,0
67,27975.75064,670,0.1,,,,,0,35,0
68,28205.13818,680,0.1,,,,,0,35,0
69,28407.97019,690,0.1,,,,,0,35,0
70,28637.02489,700,0.1,,,,,0,35,0
71,28865.69536,710,0.1,,,,,0,35,0
72,29067.4701,720,0.1,,,,,0,35,0
73,29296.20992,730,0.1,,,,,0,35,0
74,29527.71796,740,0.1,,,,,0,35,0
75,29729.74007,750,0.1,,,,,0,35,0
76,29958.84022,760,0.1,,,,,0,35,0
77,30188.09388,770,0.1,,,,,0,35,0
78,30385.78144,780,0.1,,,,,0,35,0
79,30606.76959,790,0.1,,,,,0,35,0
80,30821.87019,800,0.1,,,,,0,35,0
81,31013.66318,810,0.1,,,,,0,35,0
82,31230.7286,820,0.1,,,,,0,35,0
83,31447.44907,830,0.1,,,,,0,35,0
84,31639.61117,840,0.1,,,,,0,35,0
85,31857.21456,850,0.1,,,,,0,35,0
86,32074.16886,860,0.1,,,,,0,35,0
87,32264.35781,870,0.1,,,,,0,35,0
88,32481.81395,880,0.1,,,,,0,35,0
89,32700.86875,890,0.1,,,,,0,35,0
90,32891.89004,900,0.1,,,,,0,35,0
91,33110.64757,910,0.1,,,,,0,35,0
92,33328.73024,920,0.1,,,,,0,35,0
93,33519.49545,930,0.1,,,,,0,35,0
94,33736.48316,940,0.1,,,,,0,35,0
95,33954.6218,950,0.1,,,,,0,35,0
96,34148.39752,960,0.1,,,,,0,35,0
97,34365.51171,970,0.1,,,,,0,35,0
98,34581.66286,980,0.1,,,,,0,35,0
99,34775.32196,990,0.1,,,,,0,35,0
100,34993.26725,1000,0.1,,,,,0,35,0
