Round,Sim Time [s],Accuracy,Loss,Precision,Recall,F-score,prog [%]
1,59,0.10025968160776787,2.0390628207683563,0.010052003756090987,0.10025968160776787,0.018272056904607054,88.58
2,122,0.09924353618606752,2.0373878664016725,0.01673227830042717,0.09924353618606752,0.01875202904397735,88.58
3,185,0.13277633510217907,2.033880248737335,0.0857104456744961,0.13277633510217907,0.06500150113383679,88.58
4,248,0.16540589364344585,2.0192595373392104,0.187786712993894,0.16540589364344585,0.09320108626240887,88.58
5,311,0.19408377554476686,1.911947219800949,0.1785336464095117,0.19408377554476686,0.11741940984271894,88.58
6,374,0.2584773572522424,1.816340965116024,0.2649408272716192,0.2584773572522424,0.2121634967125409,91.43
7,437,0.3223583460949464,1.700767126056552,0.30855850002250107,0.3223583460949464,0.2943919069291459,91.43
8,500,0.362393349376504,1.5957703132033347,0.3524842042113644,0.362393349376504,0.34229615671393177,91.43
9,563,0.3911616714066944,1.5269758526682853,0.38032531220137583,0.3911616714066944,0.37746208448457336,91.43
10,626,0.41052286151826733,1.4683190524645149,0.40179433913686863,0.41052286151826733,0.3994015727193396,91.43
11,689,0.42933712535550206,1.4220608652204274,0.42127379668678205,0.42933712535550206,0.4193236448088855,91.43
12,752,0.44377597899803106,1.3871404808271677,0.43605104375035003,0.44377597899803106,0.43549876474155985,91.43
13,814,0.4588461104211358,1.3148767536703496,0.4517123017215086,0.4588461104211358,0.4514048682378231,88.58
14,877,0.4723947160438072,1.2892134772120043,0.46568274155567063,0.4723947160438072,0.46617329170339356,88.58
15,940,0.4831206954950886,1.2654395620721393,0.47632268680789536,0.4831206954950886,0.4764099921242586,88.58
16,1003,0.4922660042903918,1.244138715860527,0.4859434211780285,0.4922660042903918,0.4856563766003246,88.58
17,1066,0.5010725979451282,1.2235071549769956,0.4947704578649561,0.5010725979451282,0.49536312823896483,88.58
18,1129,0.5058146099130632,1.204209572496591,0.4983091305084174,0.5058146099130632,0.4992409388871253,88.58
19,1192,0.5183470701140341,1.1860595825491473,0.5107500870428837,0.5183470701140341,0.5123575024353788,88.58
20,1255,0.5254600880659366,1.1695555875456427,0.5188782398830675,0.5254600880659366,0.5197941795098355,88.58
21,1318,0.5302997155983373,1.1937573731946758,0.5225610084458899,0.5302997155983373,0.5236644428727922,91.43
22,1381,0.536534675125793,1.1795394416148075,0.5295001483802841,0.536534675125793,0.5305247746354038,91.43
23,1444,0.543316560927587,1.1671668963143487,0.536964295218857,0.543316560927587,0.5376425637085301,91.43
24,1507,0.5508641435134544,1.1541982651872678,0.5437517633382586,0.5508641435134544,0.5456557989072277,91.43
25,1570,0.55709910304091,1.1425926522066119,0.550571494119094,0.55709910304091,0.5522775826899566,91.43
26,1633,0.5604900459418071,1.1320310488028045,0.5544606559978728,0.5604900459418071,0.5561998885623474,91.43
27,1696,0.5637716035878364,1.1213888123136422,0.5574923990706524,0.5637716035878364,0.5590405093987327,91.43
28,1758,0.569041436152196,1.0756223367716302,0.562382698517843,0.569041436152196,0.5642838866611376,88.58
29,1821,0.5741221632606978,1.0667411863521208,0.5685002583293612,0.5741221632606978,0.5704196791634596,88.58
30,1884,0.5775093146663656,1.0585534936122276,0.5718521197932402,0.5775093146663656,0.5735128931384974,88.58
31,1947,0.5813480862594558,1.0499133030220256,0.5767247003032377,0.5813480862594558,0.578181763140855,88.58
32,2010,0.5838319972902789,1.0429131139845456,0.5790337254838009,0.5838319972902789,0.580475718849972,88.58
33,2073,0.5880094840239358,1.0350588057853354,0.5839192049492923,0.5880094840239358,0.5853667799179884,88.58
34,2136,0.5907192051484701,1.0283885537300506,0.5870774365625827,0.5907192051484701,0.5878751765241848,88.58
35,2199,0.5926385909450153,1.021313091613495,0.5887924157781751,0.5926385909450153,0.5899911665234195,88.58
36,2262,0.5950557864799825,1.0483302020505223,0.5884239729267295,0.5950557864799825,0.5906177760838576,91.43
37,2325,0.5950557864799825,1.0416632198044666,0.590858870638083,0.5950557864799825,0.592261732646638,91.43
38,2388,0.5977904178516736,1.0360855197140082,0.591977002496528,0.5977904178516736,0.5940103029439139,91.43
39,2451,0.6012907460074381,1.0315133340788925,0.5956895138239686,0.6012907460074381,0.5971536276829494,91.43
40,2514,0.6023845985561146,1.025935480993482,0.5975027734589413,0.6023845985561146,0.5991096602699593,91.43
41,2577,0.6065412382410851,1.0210794862792896,0.6022180941494178,0.6065412382410851,0.6037702940630647,91.43
42,2640,0.6066506234959528,1.0168295847722522,0.6016997891215319,0.6066506234959528,0.6035510956643764,91.43
43,2702,0.609122727785932,0.9809189692964748,0.6060406739751277,0.609122727785932,0.6068235316607611,88.58
44,2765,0.6117195438636107,0.9771750455060206,0.6077464940401527,0.6117195438636107,0.609166809031452,88.58
45,2828,0.6131873094727335,0.9732097923987735,0.6093051438438233,0.6131873094727335,0.6108177851115587,88.58
46,2891,0.6125098791915998,0.970131331939705,0.6082327721885685,0.6125098791915998,0.609469142180452,88.58
47,2954,0.6142034548944337,0.9666435223761451,0.6105809327150881,0.6142034548944337,0.6118694595237668,88.58
48,3017,0.617477701253246,0.9639352659388282,0.6155048141117377,0.617477701253246,0.6162088830238543,88.58
49,3080,0.6175906063001017,0.9610130773089568,0.6146551264128596,0.6175906063001017,0.6155817283503058,88.58
50,3143,0.6172518911595348,0.9582093904226342,0.6142728184856384,0.6172518911595348,0.6152308572983329,88.58
51,3206,0.6184642310216583,0.988257193523359,0.6165835648224073,0.6184642310216583,0.6166745268162102,91.43
52,3269,0.6186830015313936,0.9855244349502329,0.614861493906342,0.6186830015313936,0.6160718921287601,91.43
53,3332,0.6206519361190111,0.9826078920487175,0.617924742001229,0.6206519361190111,0.6188476600898596,91.43
54,3395,0.6198862393349377,0.980995154061205,0.6165158017561703,0.6198862393349377,0.6178253588089133,91.43
55,3458,0.6220739444322906,0.9798142025568563,0.6186870826660906,0.6220739444322906,0.6196317990125525,91.43
56,3521,0.6231677969809669,0.9784037936150897,0.6197195974041583,0.6231677969809669,0.6207318292186914,91.43
57,3583,0.6251552444394265,0.9453348927151742,0.6225675908973902,0.6251552444394265,0.6235919399149283,88.58
58,3646,0.6239132889240149,0.9443280441032326,0.6219261363803882,0.6239132889240149,0.6225557281178891,88.58
59,3709,0.626397199954838,0.9434941239177908,0.6225096416512396,0.626397199954838,0.6237661265241089,88.58
60,3772,0.6286553008919499,0.9421142062090092,0.6260160584528822,0.6286553008919499,0.6267540011932062,88.58
61,3835,0.6267359150954047,0.9402463212935154,0.6239286498583778,0.6267359150954047,0.6247372571149136,88.58
62,3898,0.626961725189116,0.9399598922422916,0.6234662341332511,0.626961725189116,0.6248103467005249,88.58
63,3961,0.6284294907982387,0.9387090470918691,0.6243735436481055,0.6284294907982387,0.6258711859857757,88.58
64,4024,0.6308004967822062,0.9383566989699417,0.6283829151946697,0.6308004967822062,0.6291114042572612,88.58
65,4087,0.6312623058411726,0.9680961954884677,0.6289058884778865,0.6312623058411726,0.6296994249538338,91.43
66,4150,0.6313716910960403,0.9667854369943105,0.6289310441560171,0.6313716910960403,0.629713886320743,91.43
67,4213,0.6349814045066725,0.9670669361694263,0.6330619722928498,0.6349814045066725,0.6336827085887725,91.43
68,4276,0.6342157077225989,0.9668516496430091,0.6307472497890483,0.6342157077225989,0.6321203099648359,91.43
69,4339,0.6345438634872019,0.9670071852776475,0.6307515198717992,0.6345438634872019,0.6321302811406189,91.43
70,4402,0.6335593961933931,0.967838860086327,0.6323737525202289,0.6335593961933931,0.6327448763207927,91.43
71,4465,0.6367315685845548,0.9675484615680505,0.6343233162141324,0.6367315685845548,0.6351333961260058,91.43
72,4527,0.6320424522976177,0.9400499116181948,0.6297051707615507,0.6320424522976177,0.6303092424105158,88.58
73,4590,0.6337360280004516,0.9390675964713499,0.63171961754845,0.6337360280004516,0.6324281113813077,88.58
74,4653,0.6343005532347296,0.9388099697949464,0.631995864984366,0.6343005532347296,0.6328756391103693,88.58
75,4716,0.633058597719318,0.9395361912946053,0.6310472776585409,0.633058597719318,0.6317881002617709,88.58
76,4779,0.6329456926724625,0.9418398619060209,0.6310221723015218,0.6329456926724625,0.6315342960797784,88.58
77,4842,0.6362199390312747,0.9415780654891834,0.6346109223268417,0.6362199390312747,0.6352092584721337,88.58
78,4905,0.6356554137969967,0.9428521815944195,0.6333612664668783,0.6356554137969967,0.6342437464921584,88.58
79,4968,0.6355425087501412,0.9442185543001762,0.6339154739749918,0.6355425087501412,0.6345601288421561,88.58
80,5031,0.6354189455261431,0.9756039258980395,0.6330983242305652,0.6354189455261431,0.633978703146992,91.43
81,5094,0.6354189455261431,0.9789815642975384,0.6332169897612401,0.6354189455261431,0.6338504299440905,91.43
82,5157,0.6350907897615401,0.9795461352999523,0.6330875261426963,0.6350907897615401,0.6336708819122927,91.43
83,5220,0.6380441916429666,0.9811954087080205,0.636711852566551,0.6380441916429666,0.6370087910313537,91.43
84,5283,0.6364034128199518,0.9828989320535405,0.634483138978701,0.6364034128199518,0.6352965678032603,91.43
85,5346,0.6364034128199518,0.9850366633881986,0.6343922150383716,0.6364034128199518,0.6350463031937871,91.43
86,5409,0.637278494858893,0.9880146893284949,0.6363770271514223,0.637278494858893,0.6365200292193017,91.43
87,5471,0.6357683188438523,0.9591137071922381,0.6335189057973404,0.6357683188438523,0.6342853086773932,88.58
88,5534,0.6372360844529751,0.9618896839732543,0.6357216125201922,0.6372360844529751,0.6361642759403741,88.58
89,5597,0.6364457491249859,0.9644359809159403,0.6355866686608314,0.6364457491249859,0.6355789994508614,88.58
90,5660,0.638929660155809,0.967359512994357,0.637868357618547,0.638929660155809,0.638158960372404,88.58
91,5723,0.6385909450152422,0.96946904321561,0.6365832166608745,0.6385909450152422,0.6371999976915553,88.58
