Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,532.804921666,35,0.10077931173674613,1.5553241538650848,0.010159945520507254,0.10077931173674613,0.018458436103311233,34,0,100.0
2,1249.880195583,70,0.09947495025317896,1.964091638156346,0.017087212189401707,0.09947495025317896,0.018861983106902378,35,0,100.0
3,1917.041078666,105,0.13190740112254332,1.9700848136629376,0.08498946579241269,0.13190740112254332,0.06444848735716462,35,0,100.0
4,2616.963192708,140,0.16449212568194502,1.9597091606685093,0.18624004232711555,0.16449212568194502,0.09259348062553475,35,0,100.0
5,3289.96862125,175,0.19358608414401357,1.8470768690109254,0.17867784818035007,0.19358608414401357,0.11726145227192476,35,0,100.0
6,3962.366469541,210,0.258227204783463,1.709657175200326,0.2589719180650701,0.258227204783463,0.2116018794211682,35,0,100.0
7,4621.884795083,245,0.32213912288816665,1.6019152743475777,0.30742749182111034,0.32213912288816665,0.29400278066671826,35,0,100.0
8,5298.377898083,280,0.36304283817120314,1.4912447452545166,0.35316690891685926,0.36304283817120314,0.34284496444213414,35,0,100.0
9,5928.840433583,315,0.3917663040373272,1.4348945924213954,0.3806586319534331,0.3917663040373272,0.37777132780394235,35,0,100.0
10,6562.310477625,350,0.4108924921575913,1.3792112759181432,0.40192258788886603,0.4108924921575913,0.39953187647476984,35,0,100.0
11,7193.157122375,385,0.43045010707790854,1.3342275789805822,0.42198159562336396,0.43045010707790854,0.4200852767414907,35,0,100.0
12,7828.805568625,420,0.4442330091690847,1.3011734689985002,0.43607177328325764,0.4442330091690847,0.43554488436724786,35,0,100.0
13,8479.019548041,455,0.4595734765098598,1.2729552916118076,0.452407564176985,0.4595734765098598,0.4520138902785442,35,0,100.0
14,9154.128490375,490,0.47266171419348196,1.2505016054425921,0.4660170281303583,0.47266171419348196,0.4663881141229382,35,0,100.0
15,9790.21083,525,0.48360797893999685,1.2261110850742885,0.4768950062149086,0.48360797893999685,0.47691399288792835,35,0,100.0
16,10420.411378458,560,0.49269763910986364,1.199506173815046,0.4865126042306522,0.49269763910986364,0.48609174735355903,35,0,100.0
17,11044.854766166,595,0.5013237456808162,1.1829992498670305,0.4950292135185344,0.5013237456808162,0.4955444428836957,35,0,100.0
18,11680.31859775,630,0.5059350409303883,1.1644279752458846,0.49845996405855575,0.5059350409303883,0.49933121670141534,35,0,100.0
19,12307.930574333,665,0.5186671259217872,1.1480256557464599,0.5111298281257641,0.5186671259217872,0.5126635168993232,35,0,100.0
20,12969.9572415,700,0.5256283171035062,1.1319441625050135,0.5190887641158118,0.5256283171035062,0.5199318242309892,35,0,100.0
21,13665.880953958,735,0.5308518680068228,1.1174825089318412,0.5230864914459968,0.5308518680068228,0.5241894918525264,35,0,100.0
22,14428.145837791,770,0.5376884664136962,1.1051492827279228,0.5305850139961452,0.5376884664136962,0.5316183863610425,35,0,100.0
23,15130.429109166,805,0.5439554052583465,1.0934946196419852,0.5375377660160033,0.5439554052583465,0.5382130686758704,35,0,100.0
24,15810.147968,840,0.5516262821053294,1.0802989925657,0.5445409499955153,0.5516262821053294,0.5463908465224326,35,0,100.0
25,16463.240621291,875,0.5580243326540743,1.0693520307540894,0.5514621870872662,0.5580243326540743,0.553180389554871,35,0,100.0
26,17103.800398416,910,0.5611993695396299,1.0584560564586094,0.5551885497073905,0.5611993695396299,0.556887156815153,35,0,100.0
27,17735.556900125,945,0.5646759828504456,1.0504906245640346,0.5583562633643833,0.5646759828504456,0.5599032466426369,35,0,100.0
28,18350.313087708,980,0.5697141759636931,1.0437994548252651,0.5632281413779453,0.5697141759636931,0.564981618153643,35,0,100.0
