Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,532.8049217,35,0.11247495,1.555324154,0.010159946,0.100779312,0.018458436,34,0,100
2,1249.880196,70,0.113779312,1.964091638,0.017087212,0.09947495,0.018861983,35,0,100
3,1917.041079,105,0.144907401,1.970084814,0.084989466,0.131907401,0.064448487,35,0,100
4,2616.963193,140,0.177492126,1.959709161,0.186240042,0.164492126,0.092593481,35,0,100
5,3289.968621,175,0.206586084,1.847076869,0.178677848,0.193586084,0.117261452,35,0,100
6,3962.36647,210,0.271227205,1.709657175,0.258971918,0.258227205,0.211601879,35,0,100
7,4621.884795,245,0.335139123,1.601915274,0.307427492,0.322139123,0.294002781,35,0,100
8,5298.377898,280,0.376042838,1.491244745,0.353166909,0.363042838,0.342844964,35,0,100
9,5928.840434,315,0.404766304,1.434894592,0.380658632,0.391766304,0.377771328,35,0,100
10,6562.310478,350,0.423892492,1.379211276,0.401922588,0.410892492,0.399531876,35,0,100
11,7193.157122,385,0.443450107,1.334227579,0.421981596,0.430450107,0.420085277,35,0,100
12,7828.805569,420,0.457233009,1.301173469,0.436071773,0.444233009,0.435544884,35,0,100
13,8479.019548,455,0.472573477,1.272955292,0.452407564,0.459573477,0.45201389,35,0,100
14,9154.12849,490,0.485661714,1.250501605,0.466017028,0.472661714,0.466388114,35,0,100
15,9790.21083,525,0.496607979,1.226111085,0.476895006,0.483607979,0.476913993,35,0,100
16,10420.41138,560,0.505697639,1.199506174,0.486512604,0.492697639,0.486091747,35,0,100
17,11044.85477,595,0.514323746,1.18299925,0.495029214,0.501323746,0.495544443,35,0,100
18,11680.3186,630,0.518935041,1.164427975,0.498459964,0.505935041,0.499331217,35,0,100
19,12307.93057,665,0.531667126,1.148025656,0.511129828,0.518667126,0.512663517,35,0,100
20,12969.95724,700,0.538628317,1.131944163,0.519088764,0.525628317,0.519931824,35,0,100
21,13665.88095,735,0.543851868,1.117482509,0.523086491,0.530851868,0.524189492,35,0,100
22,14428.14584,770,0.550688466,1.105149283,0.530585014,0.537688466,0.531618386,35,0,100
23,15130.42911,805,0.556955405,1.09349462,0.537537766,0.543955405,0.538213069,35,0,100
24,15810.14797,840,0.564626282,1.080298993,0.54454095,0.551626282,0.546390847,35,0,100
25,16463.24062,875,0.571024333,1.069352031,0.551462187,0.558024333,0.55318039,35,0,100
26,17103.8004,910,0.57419937,1.058456056,0.55518855,0.56119937,0.556887157,35,0,100
27,17735.5569,945,0.577675983,1.050490625,0.558356263,0.564675983,0.559903247,35,0,100
28,18350.31309,980,0.582714176,1.043799455,0.563228141,0.569714176,0.564981618,35,0,100
29,18968.75626,1015,0.588115952,1.032023253,0.569538086,0.575115952,0.571384291,35,0,100
30,19587.64453,1050,0.591330416,1.02414562,0.572760833,0.578330416,0.57430545,35,0,100
