Round,Real Time[s],Sim Time[s],Accuracy,Loss,receved,failue,p_rate[%]
1,199.60635,35,0.137300289,2.077715961,27,0,100
2,477.8504016,70,0.180251566,1.91901667,35,0,100
3,783.3505025,105,0.222567887,1.881600841,35,0,100
4,1092.766646,140,0.297851386,1.821095155,35,0,100
5,1388.437378,175,0.333307213,1.672815774,35,0,100
6,1688.590624,210,0.359081106,1.606126639,35,0,100
7,1991.768122,245,0.385930588,1.530704612,35,0,100
8,2287.422011,280,0.409789108,1.470384372,35,0,100
9,2592.011157,315,0.426430587,1.46360159,35,0,100
10,2918.891021,350,0.445556241,1.427643082,35,0,100
11,3233.596074,385,0.461096,1.389469637,35,0,100
12,3543.113677,420,0.475353643,1.281458534,35,0,100
13,3864.226588,455,0.485572186,1.247921784,35,0,100
14,4201.03292,490,0.497839114,1.235480607,35,0,100
15,4546.937455,525,0.506995061,1.218505061,35,0,100
16,4864.891217,560,0.516654051,1.183429819,35,0,100
17,5166.213314,595,0.523711433,1.180746707,35,0,100
18,5464.915945,630,0.53182662,1.152752487,35,0,100
19,5740.675072,665,0.538964098,1.132428277,35,0,100
20,6051.065367,700,0.547709141,1.104365758,35,0,100
21,6347.297126,735,0.553359926,1.091077774,35,0,100
22,6644.243596,770,0.558266071,1.085888151,35,0,100
23,6939.747713,805,0.56500892,1.075281397,35,0,100
24,7245.789673,840,0.572047562,1.075005834,35,0,100
25,7554.134648,875,0.578162255,1.068263405,35,0,100
26,7864.741054,910,0.583650293,1.06673433,35,0,100
27,8162.773722,945,0.587943256,1.065679094,35,0,100
28,8473.286617,980,0.589480931,1.05753629,35,0,100
29,8787.703354,1015,0.593793276,1.053033639,35,0,100
30,9112.923812,1050,0.594523398,1.052543805,35,0,100
31,9413.953376,1085,0.599528911,1.041877559,35,0,100
32,9739.883299,1120,0.601351071,1.038072566,35,0,100
33,11075.17229,1155,0.605423461,1.031426101,35,0,100
34,12532.9704,1190,0.607372777,1.030963793,35,0,100
35,13768.47791,1225,0.611533619,1.028073471,35,0,100
36,15022.72213,1260,0.612114216,1.015903739,35,0,100
37,16210.93978,1295,0.61584743,1.014797086,35,0,100
38,17295.6341,1330,0.617860756,1.011611282,35,0,100
39,17615.35515,1365,0.618937709,1.0090232,35,0,100
40,17934.71231,1400,0.621883408,1.006800196,35,0,100
41,18218.62913,1435,0.625788138,1.004611011,35,0,100
42,18515.33864,1470,0.627223056,1.004299787,35,0,100
43,18820.61461,1505,0.628535202,1.002353958,35,0,100
44,19114.56563,1540,0.631256309,1.000745016,35,0,100
45,19414.53084,1575,0.631633501,0.999285842,35,0,100
46,19729.73596,1610,0.632492381,0.998920715,35,0,100
47,20033.90126,1645,0.636291545,0.99722671,35,0,100
48,20338.73376,1680,0.63656351,0.996865856,35,0,100
49,20644.33907,1715,0.638901355,0.99230198,35,0,100
50,20959.41791,1750,0.639636208,0.990955704,35,0,100
51,21266.50713,1785,0.64058061,0.990548738,35,0,100
52,21569.34252,1820,0.640749487,0.988856917,35,0,100
53,21870.72947,1855,0.640946251,0.986946536,35,0,100
54,22182.015,1890,0.64098099,0.981523808,35,0,100
55,22476.61275,1925,0.64218191,0.981314433,35,0,100
56,22797.73131,1960,0.643912921,0.981196548,35,0,100
57,23102.92905,1995,0.64392142,0.973758091,35,0,100
58,23425.51766,2030,0.644178952,0.970063134,35,0,100
59,23724.26857,2065,0.644881168,0.969469926,35,0,100
60,24052.19967,2100,0.645234182,0.968763565,35,0,100
61,24366.81861,2135,0.645405796,0.968677712,35,0,100
62,24676.79243,2170,0.645635586,0.966290743,35,0,100
63,24978.60807,2205,0.645652962,0.965031995,35,0,100
64,25297.7741,2240,0.645853095,0.96270766,35,0,100
65,25592.61453,2275,0.645947461,0.958085243,35,0,100
66,25907.88602,2310,0.64598641,0.957353842,35,0,100
67,26211.07906,2345,0.646203234,0.954819385,35,0,100
68,26525.35373,2380,0.646461895,0.953377329,35,0,100
69,26830.68662,2415,0.646577208,0.952423779,35,0,100
70,27155.99562,2450,0.646676536,0.951380587,35,0,100
71,27474.44267,2485,0.646717629,0.947687942,35,0,100
72,27782.12385,2520,0.646791201,0.944659143,35,0,100
73,28091.23484,2555,0.647041833,0.944381524,35,0,100
74,28353.76575,2590,0.647254613,0.943945542,35,0,100
75,28624.9444,2625,0.647458358,0.942955023,35,0,100
76,28883.99816,2660,0.647517399,0.942295749,35,0,100
77,29146.59676,2695,0.647851956,0.940398429,35,0,100
78,29401.1888,2730,0.647964967,0.938519842,35,0,100
79,29661.16473,2765,0.648445445,0.937283956,35,0,100
80,29913.54665,2800,0.648478624,0.937151919,35,0,100
81,30175.67177,2835,0.64849661,0.935461022,35,0,100
82,30432.66647,2870,0.64889848,0.933679998,35,0,100
83,30697.79018,2905,0.649002787,0.933252077,35,0,100
84,30958.93797,2940,0.649110542,0.932192066,35,0,100
85,31223.64724,2975,0.649218062,0.929406471,35,0,100
86,31481.84206,3010,0.649238369,0.928167249,35,0,100
87,31749.60665,3045,0.649978913,0.923193138,35,0,100
88,32006.68728,3080,0.650099661,0.921604604,35,0,100
89,32280.01259,3115,0.650244472,0.91883106,35,0,100
90,32541.4022,3150,0.650283706,0.916104215,35,0,100
91,32793.9097,3185,0.650374531,0.914194011,35,0,100
92,33057.34647,3220,0.650540188,0.912883335,35,0,100
93,33317.66306,3255,0.650601054,0.91250791,35,0,100
94,33579.2094,3290,0.650628252,0.912459245,35,0,100
95,33842.06095,3325,0.650777467,0.911238188,35,0,100
96,34104.70153,3360,0.650903211,0.908784497,35,0,100
97,34363.65652,3395,0.650983643,0.904376186,35,0,100
98,34631.54078,3430,0.651447281,0.885173061,35,0,100
99,34891.68785,3465,0.651708798,0.881194675,35,0,100
100,35149.57588,3500,0.652376594,0.879786152,35,0,100
