INFO flwr 2023-04-06 15:40:55,563 | grpc.py:50 | Opened insecure gRPC connection (no certificates were passed)
DEBUG flwr 2023-04-06 15:40:55,585 | connection.py:38 | ChannelConnectivity.IDLE
DEBUG flwr 2023-04-06 15:40:55,587 | connection.py:38 | ChannelConnectivity.READY
