Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,469.226752666,35,0.10049158422349895,1.419560569524765,0.023345565257581972,0.10049158422349895,0.01979859515549945,35,0,100.0
2,829.564036625,70,0.1606767327100782,0.8751540916306632,0.08334712367324475,0.1606767327100782,0.09187738348435522,35,0,100.0
3,1227.098073875,105,0.19378696296652262,1.0545672863721847,0.1923944814083442,0.19378696296652262,0.1562929319731808,35,0,100.0
4,1580.59946825,140,0.27086048660599604,0.798105755022594,0.26346417591583426,0.27086048660599604,0.2299294386311685,35,0,100.0
5,1980.431428958,175,0.29965490988348925,0.933639834182603,0.3419971894277101,0.29965490988348925,0.25894656912795344,35,0,100.0
6,2330.952214166,210,0.33811816223456564,0.7136784355555262,0.3219751392938155,0.33811816223456564,0.29978918354581907,35,0,100.0
7,2725.507949375,245,0.3614624823461925,0.8401264450379781,0.3495375936506549,0.3614624823461925,0.3400915166382547,35,0,100.0
8,3076.897415291,280,0.3981778764357496,0.6326334163546562,0.3846554685057375,0.3981778764357496,0.3817344495339754,35,0,100.0
9,3479.922875208,315,0.4268703885726254,0.7525973598871912,0.413763760371812,0.4268703885726254,0.41219279920880175,35,0,100.0
10,3832.168133916,350,0.44929186169926627,0.5845775702169963,0.4387303574034738,0.44929186169926627,0.4381069071394991,35,0,100.0
11,4237.030986791,385,0.4617167135539867,0.7134206188576562,0.4545764021242527,0.4617167135539867,0.45316855802847966,35,0,100.0
12,4594.889931875,420,0.4706651291401081,0.5691714665719441,0.46171010485906294,0.4706651291401081,0.46247218404913654,35,0,100.0
13,4993.623163791,455,0.4772328667123077,0.6908166021108627,0.4691477860913958,0.47723286671230775,0.4698075124943754,35,0,100.0
14,5350.172640916,490,0.48877246921769496,0.5472057093467031,0.48071348269996556,0.48877246921769496,0.48199510225618303,35,0,100.0
15,5755.566562625,525,0.4993523604991515,0.6674094979252134,0.4921408559719506,0.4993523604991515,0.4920266183586171,35,0,100.0
16,6110.26946475,560,0.5115571425144295,0.5252677521535328,0.5038059931652334,0.5115571425144295,0.5053667730337532,35,0,100.0
17,6518.140441791,595,0.5176911281403568,0.6524955310991832,0.5107012866539095,0.5176911281403568,0.5116328432585519,35,0,100.0
18,6871.861245958,630,0.5281554661473914,0.5139101637261254,0.5222115607201965,0.5281554661473914,0.5233351742337959,35,0,100.0
19,7269.219245041,665,0.5296976527272286,0.6351553429450307,0.5228628962659716,0.5296976527272286,0.5238068693869447,35,0,100.0
20,7623.677512125,700,0.535699742061756,0.5009566081421716,0.5286793222403962,0.535699742061756,0.5297238853897012,35,0,100.0
21,8023.5042495,735,0.5376151175130535,0.6192951817597662,0.5322524081352833,0.5376151175130535,0.5330703886303935,35,0,100.0
22,8375.535602375,770,0.5453911786115275,0.49206560445683345,0.5392314042961519,0.5453911786115275,0.5402809549792362,35,0,100.0
23,8773.846598208,805,0.5529186491157992,0.6070110763822283,0.547868380269915,0.5529186491157992,0.5482946843326184,35,0,100.0
24,9128.242160333,840,0.5574389885871045,0.48271185117108484,0.5524636956094243,0.5574389885871045,0.5527991773130609,35,0,100.0
25,9525.830200416,875,0.5582733242122991,0.593301185965538,0.5540620489766596,0.5582733242122991,0.5543143485564894,35,0,100.0
26,9881.116437875,910,0.5619186426741993,0.47440117576292584,0.5568800949797499,0.5619186426741993,0.5581727320970772,35,0,100.0
27,10281.699651416,945,0.561029657045303,0.5862070679664612,0.5566684890040705,0.561029657045303,0.5569583239508148,35,0,100.0
28,10637.775524083,980,0.5692263931969475,0.4662641567843301,0.5644778661396713,0.5692263931969475,0.564726987863201,35,0,100.0
29,11045.16903925,1015,0.5742067824033593,0.5755219195570265,0.5686599595781512,0.5742067824033593,0.5696490724320689,35,0,100.0
30,11396.821578041,1050,0.5787020763563732,0.4584682079298156,0.5727129910856382,0.5787020763563732,0.5738913984491782,35,0,100.0
31,11796.649861541,1085,0.5794043736399126,0.5643450264419828,0.5760881468377601,0.5794043736399126,0.5756654329372802,35,0,100.0
32,12148.514344708,1120,0.5831045764204617,0.44604561775922774,0.5770643141245164,0.5831045764204617,0.578458295138105,35,0,100.0
33,12546.27853675,1155,0.5864650297074908,0.5549126591001238,0.5814582220322755,0.5864650297074908,0.5816365737582715,35,0,100.0
34,12901.621267625,1190,0.5911531847951267,0.44257346732275826,0.5861263873995697,0.5911531847951267,0.5876139950461647,35,0,100.0
35,13304.556662916,1225,0.5925260398577802,0.5477084366338594,0.5885450620237732,0.5925260398577802,0.5898225416813593,35,0,100.0
36,13660.708994541,1260,0.5965557660230366,0.4350485392979213,0.5916428166015402,0.5965557660230366,0.5924392655982242,35,0,100.0
37,14057.251329083,1295,0.6016715190567588,0.5390083053282329,0.5961449696513103,0.6016715190567588,0.5972879041471527,35,0,100.0
38,14385.406790291,1330,0.6101893822454023,0.4289931778396879,0.6052094556968152,0.6101893822454023,0.6063076585409894,35,0,100.0
39,14749.56949825,1365,0.6083655420745795,0.5337524535400527,0.6034451921228371,0.6083655420745795,0.605008801792011,35,0,100.0
40,15071.484457458,1400,0.6115512789963374,0.4215701580047607,0.6069672526943527,0.6115512789963374,0.6084136901145838,35,0,100.0
41,15438.929450541,1435,0.6133427097484097,0.5243142414305891,0.6093373634633741,0.6133427097484097,0.6105484619703202,35,0,100.0
42,15763.238817541,1470,0.6156601739091156,0.4180710126246725,0.6098092374221934,0.6156601739091156,0.6117522808474863,35,0,100.0
43,16129.858348541,1505,0.6209741680866655,0.5174914629331657,0.6159279826191955,0.6209741680866655,0.6173542032503146,35,0,100.0
44,16452.767924583,1540,0.622444372067218,0.41512109637260436,0.6181248587091892,0.622444372067218,0.6192395400464622,35,0,100.0
45,16820.771757,1575,0.620821730953592,0.5157517054251262,0.6172427661479176,0.620821730953592,0.6182842755815392,35,0,100.0
46,17139.467556916,1610,0.6277037336528075,0.4086325119648661,0.6237461250925058,0.6277037336528075,0.6246769533310019,35,0,100.0
47,17504.210666125,1645,0.627733861456449,0.5062639364174434,0.6240061684410664,0.627733861456449,0.625222856481427,35,0,100.0
48,17830.33028,1680,0.6303556171559739,0.4065521702170372,0.6270459360684058,0.6303556171559739,0.6279729740422876,35,0,100.0
49,18187.13103075,1715,0.6290490660124501,0.5038354183946337,0.625917867754396,0.6290490660124501,0.6268562194490312,35,0,100.0
50,18511.205512583,1750,0.6307965389851925,0.4026741756924561,0.626461199811724,0.6307965389851925,0.6274221215233319,35,0,100.0
51,18874.961767125,1785,0.6312173043647717,0.5006365818636758,0.6272908746534723,0.6312173043647717,0.628076476170593,35,0,100.0
52,19197.035858583,1820,0.636325900684776,0.39957840016910007,0.6333442312669246,0.636325900684776,0.6336061259735238,35,0,100.0
53,19557.67688375,1855,0.636579735795517,0.4969169195209231,0.633202672275339,0.636579735795517,0.6341919169125906,35,0,100.0
54,19878.528859458,1890,0.6358330997972821,0.3975351684859821,0.6325090223280371,0.6358330997972821,0.6330487717305152,35,0,100.0
55,20249.452661208,1925,0.6394666978424363,0.4978978687099048,0.6368800997540509,0.6394666978424363,0.6373619125439326,35,0,100.0
56,20571.8596955,1960,0.6385821888269819,0.395774017061506,0.6349700973393938,0.6385821888269819,0.6358530747266791,35,0,100.0
57,20934.357075166,1995,0.6393788977839201,0.4934479645320347,0.6353374398990345,0.6393788977839201,0.6366770888929842,35,0,100.0
