Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,430.07792025,30,0.09973292471621228,1.9063941813432252,0.05763676207473169,0.09973292471621228,0.01901373542157804,26,0,100.0
2,1002.977871291,60,0.12832083435564265,1.886893278360367,0.12953746730244245,0.12832083435564265,0.05669784499875696,35,0,100.0
3,1672.394614833,90,0.19819227529326933,2.1294170916080475,0.17667544016462028,0.19819227529326933,0.12328396709698694,35,0,100.0
4,2342.572978,120,0.21178858097663456,2.0584316364356448,0.21592344080787212,0.21178858097663453,0.1551325866142678,35,0,100.0
5,2997.143992583,150,0.2813486464485404,1.831194138101169,0.310401941314563,0.2813486464485404,0.24423739334157343,35,0,100.0
6,3667.64141175,180,0.3117945899156116,1.7490845799446106,0.292470225114326,0.3117945899156116,0.28219786465939967,35,0,100.0
7,4327.688409458,210,0.3452778623856135,1.6461311029536383,0.3265598815548095,0.3452778623856135,0.319788456976082,35,0,100.0
8,4960.426863583,240,0.37474875453917716,1.5485380602734429,0.3619353457433807,0.37474875453917716,0.35717799881864565,35,0,100.0
9,5600.166123833,270,0.3995401411347113,1.5348147781831878,0.38865061761860104,0.3995401411347113,0.3847281625879284,35,0,100.0
10,6260.208022083,300,0.423596365333346,1.475355064017432,0.41447525618807574,0.423596365333346,0.4124466831322525,35,0,100.0
11,6910.617743375,330,0.4407146802104847,1.426763254404068,0.43351071456942797,0.44071468021048466,0.4318679950648969,35,0,100.0
12,7496.442463041,360,0.4577443989138715,1.3106816121510096,0.44978942131950905,0.45774439891387136,0.44920033372625623,35,0,100.0
13,8074.519967541,390,0.47230807495915794,1.2437886721321514,0.46542878168787555,0.47230807495915794,0.46275104595130145,35,0,100.0
14,8649.472410458,420,0.4830695287019862,1.2610458953039987,0.47702751620883016,0.4830695287019862,0.47613568698263264,35,0,100.0
15,9236.610035958,450,0.4925321783637662,1.275355101270335,0.48527912627735237,0.4925321783637662,0.48558483122356233,35,0,100.0
16,9805.414962708,480,0.5011793927204984,1.2110098796231406,0.4935216330738393,0.5011793927204984,0.49380712224658985,35,0,100.0
17,10391.2354185,510,0.5120305130954683,1.1609670636909348,0.5049982111807255,0.5120305130954683,0.5041138716496646,35,0,100.0
18,11033.001812125,540,0.5196117980258015,1.2133276577506746,0.5139872679738886,0.5196117980258015,0.513936447069154,35,0,100.0
19,11659.687835291,570,0.5305224156827292,1.0970784289496285,0.5237557397138742,0.5305224156827292,0.5247381240594535,35,0,100.0
20,12327.398471458,600,0.5324472803276936,1.1888110084193093,0.5258033053392802,0.5324472803276936,0.5269722577308202,35,0,100.0
21,12994.241303958,630,0.5395754792508556,1.140410556112017,0.5334546786795724,0.5395754792508556,0.5347225669859645,35,0,100.0
22,13681.850754708,660,0.5465131912376121,1.1283297479152679,0.5400093550075622,0.5465131912376121,0.5412710076155542,35,0,100.0
23,14316.323762166,690,0.5520393754258274,1.1139754244259426,0.5459903338384416,0.5520393754258274,0.546333556683205,35,0,100.0
24,14896.584544833,720,0.5534542360749937,1.1058421058314187,0.5483749680780917,0.5534542360749937,0.5491841148339497,35,0,100.0
25,15483.121921125,750,0.5572455645216559,1.1273738107510975,0.5523861618991891,0.5572455645216559,0.5535347322315912,35,0,100.0
26,16069.515560333,780,0.5631210207221533,1.118721339745181,0.5572930318484192,0.5631210207221533,0.5588263595602551,35,0,100.0
27,16644.197934875,810,0.5666369948600465,1.0730841738837107,0.5616615590279357,0.5666369948600465,0.5623208073819163,35,0,100.0
28,17227.050048375,840,0.5704695317500159,1.097301041867052,0.5663329269054423,0.5704695317500159,0.5671287937582766,35,0,100.0
29,17801.174431458,870,0.572191426068061,1.0591297515801021,0.5667575117296141,0.572191426068061,0.5670456330746713,35,0,100.0
30,18398.865027833,900,0.5758423686104633,1.1131056883505412,0.5695790394819945,0.5758423686104633,0.5711520050260419,35,0,100.0
31,18965.959913333,930,0.5799032824761807,1.0098899008972304,0.5745738219954224,0.5799032824761807,0.575544486866199,35,0,100.0
32,19559.773704208,960,0.579917578436385,1.097607131940978,0.5739469808450245,0.579917578436385,0.5753076839774258,35,0,100.0
33,20137.118556791,990,0.5867696620219126,1.0227478657449995,0.5817506044826679,0.5867696620219126,0.5825980093693565,35,0,100.0
34,20728.800926083,1020,0.5899153954752698,1.054461525806359,0.5860107525899346,0.5899153954752698,0.5862373595383663,35,0,100.0
35,21311.943994375,1050,0.5951741417373104,1.038519643672875,0.5897308035704247,0.5951741417373104,0.5910227009014051,35,0,100.0
36,21895.27464325,1080,0.5975562753259087,1.0320404280509268,0.5926843626937893,0.5975562753259087,0.5937523178284373,35,0,100.0
37,22480.826208666,1110,0.6010725031526641,1.0261148512363434,0.5963284855460559,0.6010725031526641,0.5975480808506415,35,0,100.0
38,23058.92780325,1140,0.6053026729353276,1.020031815980162,0.6006228054483016,0.6053026729353276,0.601769148127656,35,0,100.0
39,23628.883268958,1170,0.6072589426262418,0.9863672788654055,0.6021893566893408,0.6072589426262418,0.6031038653036151,35,0,100.0
40,24223.220782791,1200,0.6088657884814612,1.040835336276463,0.6039211055335129,0.6088657884814612,0.6047259329461312,35,0,100.0
41,24797.23447525,1230,0.6116362682991744,0.9760154468672616,0.6069370284755321,0.6116362682991744,0.6083356141120225,35,0,100.0
42,25383.148949125,1260,0.6154964772750433,1.0000600323081017,0.6113207193053807,0.6154964772750433,0.6124807770168116,35,0,100.0
43,25965.097178541,1290,0.6148408122060617,0.9966604462691716,0.6099925948660612,0.6148408122060617,0.6110571423514535,35,0,100.0
44,26539.485273166,1320,0.6177190769641785,0.9630027404853276,0.6132502344241211,0.6177190769641785,0.6142787596309838,35,0,100.0
45,27115.44711425,1350,0.6187920454806658,0.9553042335169656,0.6148318913460008,0.6187920454806658,0.6161425597478863,35,0,100.0
46,27702.4293935,1380,0.6202395986498525,0.9857877729194505,0.6157399539506305,0.6202395986498525,0.6171470295616531,35,0,100.0
47,28292.48513125,1410,0.6203465012004177,0.9810292680348669,0.6155162060084537,0.6203465012004177,0.6169298469413651,35,0,100.0
48,28864.55528325,1440,0.6210807336555827,0.948472135407584,0.6170577232330027,0.6210807336555827,0.6183113826842723,35,0,100.0
49,29446.995863,1470,0.6228757133144676,0.9726282788174493,0.6183339964561998,0.6228757133144676,0.619789216478741,35,0,100.0
50,30031.958272125,1500,0.6251164988923088,0.9700664758682251,0.6228429187579403,0.6251164988923088,0.6232378385618428,35,0,100.0
51,30616.487738041,1530,0.6274887901940189,0.9661974087357521,0.6232527052189779,0.6274887901940189,0.6244258277893612,35,0,100.0
52,31189.722662291,1560,0.6266311278244495,0.9384027498109,0.6227117257246046,0.6266311278244495,0.6239685711375511,35,0,100.0
53,31762.266178208,1590,0.6288784299136326,0.935571585382734,0.6248978251409287,0.6288784299136326,0.6259533481222388,35,0,100.0
54,32336.903250833,1620,0.6293668214457092,0.9323171785899571,0.6259441512291435,0.6293668214457092,0.6267089015941828,35,0,100.0
55,32905.669976625,1650,0.6304347865689247,0.9050988967929567,0.6274045526447158,0.6304347865689247,0.628168498389457,35,0,100.0
56,33503.791699833,1680,0.6307446445673385,0.9875988545162337,0.6275586576862704,0.6307446445673385,0.6285575884455333,35,0,100.0
57,34078.141384333,1710,0.6318875880316792,0.931636790718351,0.6288087639101382,0.6318875880316792,0.6296631377396583,35,0,100.0
58,34664.323427625,1740,0.6313235316393105,0.9564861257161413,0.6274608648617018,0.6313235316393105,0.6287621667455565,35,0,100.0
59,35236.209917291,1770,0.633084540887112,0.897947931928294,0.6300941619938906,0.633084540887112,0.6308372664708596,35,0,100.0
60,35850.614878375,1800,0.6307647575356005,1.017628315942628,0.6273686390693177,0.6307647575356005,0.6286337416990809,35,0,100.0
61,36434.859240333,1830,0.6344875880686968,0.9550265175955636,0.6313308414497426,0.6344875880686968,0.6322852601691871,35,0,100.0
62,37022.273693583,1860,0.6339475222385612,0.9570424548217229,0.6308714250150484,0.6339475222385612,0.6316010325233532,35,0,100.0
63,37599.098323625,1890,0.6332312944342021,0.9259768920285362,0.6292626418632935,0.6332312944342021,0.630527893404419,35,0,100.0
64,38178.415261791,1920,0.6333057868230272,0.9498011842370033,0.6311329785385412,0.6333057868230272,0.6318265095159625,35,0,100.0
65,38740.58355675,1950,0.636184265197655,0.8972676006811006,0.6339060149459854,0.636184265197655,0.6343993512886459,35,0,100.0
66,39326.758828833,1980,0.6362374409510991,0.9517755561641285,0.6333151208864666,0.6362374409510991,0.6343020684153972,35,0,100.0
67,39895.234331,2010,0.6359955190547357,0.9189523066793169,0.6333929205794636,0.6359955190547357,0.6340804337839703,35,0,100.0
68,40478.68830325,2040,0.637024304036858,0.9542576551437378,0.6343321896222854,0.637024304036858,0.6353220063673443,35,0,100.0
69,41051.795319916,2070,0.6360037476398046,0.9253914739404406,0.6327932910437993,0.6360037476398046,0.6337324725992373,35,0,100.0
70,41658.951809083,2100,0.6354870514867758,1.0138746812939643,0.6336453761414256,0.6354870514867758,0.6342483501772025,35,0,100.0
71,42258.921010083,2130,0.6377993046274222,0.9847215294837952,0.6351406947571943,0.6377993046274222,0.635993740316363,35,0,100.0
72,42833.008760125,2160,0.6381861889619737,0.9260931662150792,0.6367903143264215,0.6381861889619737,0.6368465793719401,35,0,100.0
73,43416.928564291,2190,0.6364493008177912,0.9570349644337381,0.6337604330374162,0.6364493008177912,0.6346218622822937,35,0,100.0
74,43997.387171791,2220,0.6385615149276489,0.9559860527515411,0.6354586829356375,0.6385615149276489,0.6362401851851717,35,0,100.0
75,44600.12518175,2250,0.6361150920327798,1.0167201827679362,0.6328366465819304,0.6361150920327798,0.6338552498257797,35,0,100.0
76,45171.608382083,2280,0.6356284196475668,0.9316664951188224,0.6338469407021508,0.6356284196475668,0.6343618763247777,35,0,100.0
77,45758.392753208,2310,0.6366871479610154,0.9654688143304416,0.6333908142121519,0.6366871479610154,0.6343831709871279,35,0,100.0
78,46328.034760958,2340,0.6365577190055187,0.9358419265065875,0.6334419154109633,0.6365577190055187,0.634186320425686,35,0,100.0
79,46912.112157,2370,0.6337838634341185,0.9642463524426733,0.6319001415113344,0.6337838634341185,0.6325832514258977,35,0,100.0
80,47487.572587041,2400,0.6373064954678822,0.9414390019008092,0.6348371615891781,0.6373064954678822,0.6353420943849161,35,0,100.0
81,48070.78628275,2430,0.6368364819415425,0.968279381096363,0.6354546173184973,0.6368364819415425,0.6356010032543067,35,0,100.0
82,48647.874050625,2460,0.6366180957611752,0.9436837145260402,0.6343373422508877,0.6366180957611752,0.6350974559272492,35,0,100.0
83,49243.505698125,2490,0.6367711592514789,1.003595489689282,0.6350971565138098,0.6367711592514789,0.6355782811048164,35,0,100.0
84,49829.845758291,2520,0.6368548013281299,0.97979706376791,0.634296424087032,0.6368548013281299,0.6351018977747245,35,0,100.0
85,50425.207667333,2550,0.6391811025382115,1.0127221205404826,0.63703611303316,0.6391811025382115,0.6374979973587878,35,0,100.0
86,51010.453900083,2580,0.6354648529601188,0.9839424292956079,0.6333970857871883,0.6354648529601188,0.6340469040433567,35,0,100.0
87,51605.511632416,2610,0.6375953407023355,1.0185721086604254,0.635798464158091,0.6375953407023355,0.6363135891727231,35,0,100.0
