INFO flwr 2023-04-09 17:24:49,824 | app.py:139 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=6000)
INFO flwr 2023-04-09 17:24:49,830 | app.py:152 | Flower ECE: gRPC server running (100 rounds), SSL is disabled
INFO flwr 2023-04-09 17:24:49,830 | server.py:86 | Initializing global parameters
INFO flwr 2023-04-09 17:24:49,830 | server.py:270 | Requesting initial parameters from one random client
INFO flwr 2023-04-09 17:24:53,583 | server.py:274 | Received initial parameters from one random client
INFO flwr 2023-04-09 17:24:53,583 | server.py:88 | Evaluating initial parameters
INFO flwr 2023-04-09 17:24:53,583 | server.py:101 | FL starting
DEBUG flwr 2023-04-09 17:24:53,583 | server.py:215 | fit_round 1: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:24:58,857 | server.py:229 | fit_round 1 received 1 results and 0 failures
WARNING flwr 2023-04-09 17:24:58,860 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
DEBUG flwr 2023-04-09 17:24:58,860 | server.py:165 | evaluate_round 1: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:00,975 | server.py:179 | evaluate_round 1 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:00,975 | server.py:215 | fit_round 2: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:05,976 | server.py:229 | fit_round 2 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:05,977 | server.py:165 | evaluate_round 2: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:08,038 | server.py:179 | evaluate_round 2 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:08,038 | server.py:215 | fit_round 3: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:13,042 | server.py:229 | fit_round 3 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:13,043 | server.py:165 | evaluate_round 3: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:15,106 | server.py:179 | evaluate_round 3 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:15,106 | server.py:215 | fit_round 4: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:20,095 | server.py:229 | fit_round 4 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:20,096 | server.py:165 | evaluate_round 4: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:22,149 | server.py:179 | evaluate_round 4 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:22,149 | server.py:215 | fit_round 5: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:27,137 | server.py:229 | fit_round 5 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:27,138 | server.py:165 | evaluate_round 5: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:29,192 | server.py:179 | evaluate_round 5 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:29,192 | server.py:215 | fit_round 6: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:34,201 | server.py:229 | fit_round 6 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:34,202 | server.py:165 | evaluate_round 6: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:36,257 | server.py:179 | evaluate_round 6 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:36,258 | server.py:215 | fit_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:41,249 | server.py:229 | fit_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:41,250 | server.py:165 | evaluate_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:43,303 | server.py:179 | evaluate_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:43,303 | server.py:215 | fit_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:48,306 | server.py:229 | fit_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:48,308 | server.py:165 | evaluate_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:50,357 | server.py:179 | evaluate_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:50,357 | server.py:215 | fit_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:55,350 | server.py:229 | fit_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:55,352 | server.py:165 | evaluate_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:25:57,412 | server.py:179 | evaluate_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:25:57,412 | server.py:215 | fit_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:02,408 | server.py:229 | fit_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:02,410 | server.py:165 | evaluate_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:04,444 | server.py:179 | evaluate_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:04,444 | server.py:215 | fit_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:09,493 | server.py:229 | fit_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:09,494 | server.py:165 | evaluate_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:11,568 | server.py:179 | evaluate_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:11,568 | server.py:215 | fit_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:16,642 | server.py:229 | fit_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:16,644 | server.py:165 | evaluate_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:18,708 | server.py:179 | evaluate_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:18,708 | server.py:215 | fit_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:23,874 | server.py:229 | fit_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:23,876 | server.py:165 | evaluate_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:25,961 | server.py:179 | evaluate_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-09 17:26:25,961 | server.py:215 | fit_round 14: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 17:26:31,127 | server.py:229 | fit_round 14 received 1 results and 0 failures
