Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,238.129094,15,,,,,,0,26,0
2,523.608710625,30,,,,,,0,35,0
3,878.073930208,45,,,,,,0,35,0
4,1205.736406416,60,,,,,,0,35,0
5,1552.440766458,75,,,,,,0,35,0
6,1902.19454,90,,,,,,0,35,0
7,2256.892478666,105,,,,,,0,35,0
8,2560.3294125,120,,,,,,0,35,0
9,2884.006217208,135,,,,,,0,35,0
10,3193.871528625,150,,,,,,0,35,0
11,3552.610110916,165,,,,,,0,35,0
12,3886.930777125,180,,,,,,0,35,0
13,4240.724523,195,,,,,,0,35,0
14,4587.372348041,210,,,,,,0,35,0
15,4921.573557208,225,,,,,,0,35,0
16,5230.904276291,240,,,,,,0,35,0
17,5562.794679416,255,,,,,,0,35,0
18,5877.387492458,270,,,,,,0,35,0
19,6236.6509525,285,,,,,,0,35,0
20,6574.217606708,300,,,,,,0,35,0
21,6949.029258791,315,,,,,,0,35,0
22,7300.065777708,330,,,,,,0,35,0
23,7677.776349041,345,,,,,,0,35,0
24,8027.959361916,360,,,,,,0,35,0
25,8397.874929541,375,,,,,,0,35,0
26,8721.917921,390,,,,,,0,35,0
27,9072.024320583,405,,,,,,0,35,0
28,9451.064900583,420,,,,,,0,35,0
29,9854.526455333,435,,,,,,0,35,0
30,10191.025248083,450,,,,,,0,35,0
31,10522.832567958,465,,,,,,0,35,0
32,10846.598610625,480,,,,,,0,35,0
33,11177.314511583,495,,,,,,0,35,0
34,11512.972701958,510,,,,,,0,35,0
35,11858.016229291,525,,,,,,0,35,0
36,12187.778440041,540,,,,,,0,35,0
37,12532.153006375,555,,,,,,0,35,0
38,12846.737612375,570,,,,,,0,35,0
39,13172.227875875,585,,,,,,0,35,0
40,13495.40826075,600,,,,,,0,35,0
41,13835.034822958,615,,,,,,0,35,0
42,14136.74951125,630,,,,,,0,35,0
43,14447.162306916,645,,,,,,0,35,0
44,14750.38202725,660,,,,,,0,35,0
45,15076.208995916,675,,,,,,0,35,0
46,15413.965194458,690,,,,,,0,35,0
47,15786.125093625,705,,,,,,0,35,0
48,16127.846044333,720,,,,,,0,35,0
49,16487.555231708,735,,,,,,0,35,0
50,16803.684866166,750,,,,,,0,35,0
51,17124.894856666,765,,,,,,0,35,0
52,17420.401505291,780,,,,,,0,35,0
53,17760.225157458,795,,,,,,0,35,0
54,18071.784770208,810,,,,,,0,35,0
55,18410.138877541,825,,,,,,0,35,0
56,18705.241545083,840,,,,,,0,35,0
57,19025.28990475,855,,,,,,0,35,0
58,19320.238328916,870,,,,,,0,35,0
59,19641.673995083,885,,,,,,0,35,0
60,19949.88194725,900,,,,,,0,35,0
61,20277.402034375,915,,,,,,0,35,0
62,20582.878264333,930,,,,,,0,35,0
63,20913.716009333,945,,,,,,0,35,0
64,21227.9948325,960,,,,,,0,35,0
65,21576.102133666,975,,,,,,0,35,0
66,21892.883874583,990,,,,,,0,35,0
67,22265.60362825,1005,,,,,,0,35,0
68,22592.549053375,1020,,,,,,0,35,0
69,22943.823621583,1035,,,,,,0,35,0
70,23258.271439916,1050,,,,,,0,35,0
71,23586.259630291,1065,,,,,,0,35,0
72,23897.235072458,1080,,,,,,0,35,0
73,24254.418893416,1095,,,,,,0,35,0
74,24579.577742125,1110,,,,,,0,35,0
75,24930.892206041,1125,,,,,,0,35,0
76,25259.794942583,1140,,,,,,0,35,0
77,25606.182059166,1155,,,,,,0,35,0
78,25937.58394875,1170,,,,,,0,35,0
79,26284.778703125,1185,,,,,,0,35,0
80,26614.53565,1200,,,,,,0,35,0
81,26964.712453083,1215,,,,,,0,35,0
82,27292.003582083,1230,,,,,,0,35,0
83,27636.103758583,1245,,,,,,0,35,0
84,27963.879859166,1260,,,,,,0,35,0
85,28310.342864375,1275,,,,,,0,35,0
86,28640.746651708,1290,,,,,,0,35,0
87,28988.655351291,1305,,,,,,0,35,0
88,29312.157529041,1320,,,,,,0,35,0
89,29660.373864208,1335,,,,,,0,35,0
90,29989.749001625,1350,,,,,,0,35,0
91,30341.849836916,1365,,,,,,0,35,0
92,30668.130814458,1380,,,,,,0,35,0
93,31018.015133166,1395,,,,,,0,35,0
94,31349.1265695,1410,,,,,,0,35,0
95,31696.57766875,1425,,,,,,0,35,0
96,32024.836444791,1440,,,,,,0,35,0
97,32376.096278125,1455,,,,,,0,35,0
98,32700.299362625,1470,,,,,,0,35,0
99,33050.608351083,1485,,,,,,0,35,0
100,33376.79313725,1500,,,,,,0,35,0
