Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,327.1558413,20,0.126865663,1.191046982,0.025220669,0.126865663,0.042069449,30,0,100
2,642.7827243,40,0.133439088,0.837561871,0.057789628,0.133439088,0.069242729,35,0,100
3,1032.500523,60,0.227191181,1.049223127,0.154484273,0.227191181,0.171427488,35,0,100
4,1348.741394,80,0.265878416,0.760515384,0.259847551,0.265878416,0.22044538,35,0,100
5,1747.689422,100,0.299902113,0.940017124,0.290799664,0.299902113,0.269368484,35,0,100
6,2080.608683,120,0.323486271,0.693568132,0.312874031,0.323486271,0.292712465,35,0,100
7,2475.839321,140,0.366612286,0.839835961,0.35644871,0.366612286,0.348613602,35,0,100
8,2799.527849,160,0.397513476,0.613543344,0.390150555,0.397513476,0.384017677,35,0,100
9,3193.860985,180,0.423641704,0.762938302,0.414669903,0.423641704,0.41295819,35,0,100
10,3497.716668,200,0.444803797,0.566665293,0.436028199,0.444803797,0.435803691,35,0,100
11,3872.366679,220,0.467594323,0.718438435,0.459414529,0.467594323,0.459211865,35,0,100
12,4192.009445,240,0.485664994,0.544183129,0.478490536,0.485664994,0.478708103,35,0,100
13,4586.41683,260,0.501497343,0.689861854,0.493719596,0.501497343,0.494145374,35,0,100
14,4903.155325,280,0.511393063,0.519284402,0.503392877,0.511393063,0.50460512,35,0,100
15,5296.938106,300,0.522076781,0.660399055,0.514991694,0.522076781,0.515807077,35,0,100
16,5609.676281,320,0.533245565,0.494353938,0.526662114,0.533245565,0.527376918,35,0,100
17,6025.45628,340,0.53870336,0.640443169,0.531073058,0.53870336,0.532067122,35,0,100
18,6334.909585,360,0.54251959,0.48477592,0.535426218,0.54251959,0.536135362,35,0,100
19,6719.097978,380,0.544899298,0.62741363,0.538552034,0.544899298,0.53948902,35,0,100
20,7028.496247,400,0.549367503,0.472495731,0.541753246,0.549367503,0.543436197,35,0,100
21,7416.713115,420,0.551603101,0.610450006,0.545939694,0.551603101,0.546255901,35,0,100
22,7733.58574,440,0.558660839,0.463909842,0.552256143,0.558660839,0.553123701,35,0,100
23,8130.244079,460,0.560839629,0.599369888,0.553447033,0.560839629,0.554909068,35,0,100
24,8446.237297,480,0.568132924,0.454623295,0.561159029,0.568132924,0.562158288,35,0,100
25,8843.601072,500,0.571054771,0.587582219,0.564253091,0.571054771,0.564628271,35,0,100
26,9169.132547,520,0.578907051,0.447312548,0.573425923,0.57961858,0.574993823,35,0,100
27,9563.495393,540,0.57961858,0.576591168,0.572717571,0.578907051,0.573927613,35,0,100
28,9891.360626,560,0.582611954,0.440509405,0.575336877,0.582611954,0.576785376,35,0,100
29,10303.68168,580,0.588763966,0.566119774,0.583620304,0.589373606,0.585208385,35,0,100
30,10645.3942,600,0.589373606,0.432755107,0.58337499,0.588763966,0.584078053,35,0,100
31,11051.64669,620,0.593500202,0.557814191,0.58823781,0.593500202,0.589780228,35,0,100
32,11366.1976,640,0.597260688,0.42119412,0.591414149,0.597260688,0.592612699,35,0,100
33,11752.43285,660,0.599257008,0.550338475,0.592704403,0.599257008,0.594325103,35,0,100
34,12067.38518,680,0.605604847,0.418723158,0.600467263,0.605604847,0.601845282,35,0,100
35,12461.72156,700,0.605810401,0.542590351,0.601611272,0.605810401,0.602841068,35,0,100
36,12781.19848,720,0.61143674,0.412589657,0.606254467,0.61143674,0.607800282,35,0,100
37,13171.66223,740,0.613721299,0.535558761,0.608999389,0.613721299,0.610625123,35,0,100
38,13489.72411,760,0.616542399,0.408403093,0.613625638,0.618296588,0.615002372,35,0,100
39,13875.89938,780,0.616574289,0.530245081,0.612179771,0.616542399,0.613379537,35,0,100
40,14207.60045,800,0.618296588,0.404366476,0.612114781,0.616574289,0.61323751,35,0,100
41,14604.72529,820,0.620459768,0.523319546,0.616089954,0.620459768,0.617144575,35,0,100
42,14925.2994,840,0.621378435,0.400259981,0.617627434,0.621378435,0.618811591,35,0,100
43,15323.81886,860,0.623833527,0.519587098,0.619765206,0.62447849,0.621079177,35,0,100
44,15648.58492,880,0.62447849,0.397399598,0.619545946,0.623833527,0.621152346,35,0,100
45,16054.00952,900,0.627029255,0.516288084,0.623335266,0.628028049,0.624670523,35,0,100
46,16405.17041,920,0.628028049,0.392479304,0.625424463,0.631052328,0.627329038,35,0,100
47,16820.18072,940,0.630906369,0.511559744,0.627272927,0.631125334,0.62850154,35,0,100
48,17159.38465,960,0.631052328,0.390470925,0.622050601,0.627029255,0.623534132,35,0,100
49,17568.16386,980,0.631125334,0.506940326,0.631458163,0.634766819,0.632543413,35,0,100
50,17886.6017,1000,0.634766819,0.38774296,0.627774728,0.630906369,0.628781988,35,0,100
51,18283.43698,1020,0.635023373,0.502929288,0.631434257,0.635023373,0.632645239,35,0,100
52,18619.07968,1040,0.637263151,0.384263874,0.633903928,0.637263151,0.635285069,35,0,100
53,19013.09601,1060,0.639459493,0.503020419,0.637650226,0.641111094,0.638813704,35,0,100
54,19339.08197,1080,0.641111094,0.383221195,0.636448087,0.639459493,0.637651948,35,0,100
55,19753.30559,1100,0.641756856,0.499963566,0.640677758,0.643166927,0.64150637,35,0,100
56,20094.83522,1120,0.643166927,0.382546596,0.638512395,0.641756856,0.639856401,35,0,100
57,20500.33279,1140,0.643167205,0.498149289,0.641520497,0.644553764,0.642720266,35,0,100
58,20822.25201,1160,0.644553764,0.380824039,0.639951388,0.643167205,0.640932943,35,0,100
59,21220.4668,1180,0.644628475,0.499150012,0.644911682,0.647196756,0.645784915,35,0,100
60,21548.57146,1200,0.64514152,0.378529753,0.641794868,0.644628475,0.64278002,35,0,100
61,21944.17415,1220,0.645623984,0.495206063,0.642417466,0.645623984,0.6435241,35,0,100
62,22260.06439,1240,0.647196756,0.379743812,0.642393582,0.64514152,0.643417698,35,0,100
63,22668.5722,1260,0.64861006,0.495037725,0.646523029,0.648820729,0.647066753,35,0,100
64,23016.79407,1280,0.648820729,0.383773757,0.647527798,0.649363019,0.648030726,35,0,100
65,23433.8547,1300,0.649341671,0.497896655,0.648410605,0.651490775,0.649508947,35,0,100
66,23799.25574,1320,0.649363019,0.377260005,0.649900527,0.652476899,0.650752014,35,0,100
67,24221.19327,1340,0.649791431,0.494323517,0.653881542,0.655470698,0.654266691,35,0,100
68,24971.85182,1360,0.650179661,0.383044762,0.652671289,0.65487041,0.653312379,35,0,100
69,27249.48392,1380,0.651064805,0.495316007,0.653352455,0.656165661,0.65438577,35,0,100
70,27903.84684,1400,0.651490775,0.379313046,0.653944703,0.656595267,0.654744634,35,0,100
71,28327.51905,1420,0.651583011,0.497489652,0.653652373,0.654394977,0.653429569,35,0,100
72,28665.60112,1440,0.651876142,0.378797814,0.65273194,0.654649994,0.653260872,35,0,100
73,29077.15824,1460,0.652227598,0.497031556,0.652160821,0.654326028,0.652954027,35,0,100
74,29406.54843,1480,0.652357275,0.380939122,0.654949337,0.65770963,0.655975911,35,0,100
75,29805.5827,1500,0.652476899,0.497021109,0.652716287,0.656167369,0.654042848,35,0,100
76,30134.46555,1520,0.652861422,0.379873562,0.653814006,0.655171008,0.653959075,35,0,100
77,30534.73554,1540,0.65314888,0.501302668,0.653068431,0.655263288,0.653694658,35,0,100
78,30863.68487,1560,0.653305672,0.386741911,0.655740699,0.657052349,0.655972011,35,0,100
79,31263.88534,1580,0.653451318,0.502223175,0.654322697,0.656844491,0.655244455,35,0,100
80,31604.46737,1600,0.654326028,0.387993997,0.657385008,0.659100392,0.657835555,35,0,100
81,32007.91857,1620,0.654394977,0.50571351,0.656110608,0.657720256,0.656541865,35,0,100
82,32353.74093,1640,0.654649994,0.389857176,0.654396098,0.656604145,0.655078703,35,0,100
83,32753.59651,1660,0.65487041,0.50676458,0.657134998,0.658316667,0.657454922,35,0,100
84,33084.18412,1680,0.655043567,0.391069009,0.656416662,0.657605694,0.656782737,35,0,100
85,33491.28631,1700,0.655171008,0.510028299,0.655849165,0.657212532,0.656107728,35,0,100
86,33818.39526,1720,0.655263288,0.391880426,0.654929627,0.655758383,0.654978235,35,0,100
87,34220.78315,1740,0.655470698,0.512095721,0.65366916,0.655043567,0.654078238,35,0,100
88,34551.47084,1760,0.655758383,0.395478015,0.651428729,0.653305672,0.651964534,35,0,100
89,34959.46366,1780,0.656165661,0.518810159,0.652606418,0.65314888,0.652654991,35,0,100
90,35289.13544,1800,0.656167369,0.395744172,0.651366016,0.652861422,0.651757097,35,0,100
91,35693.57344,1820,0.656595267,0.523007555,0.649918818,0.651876142,0.650529322,35,0,100
92,36023.50467,1840,0.656604145,0.402175509,0.651589011,0.652357275,0.651724506,35,0,100
93,36427.75316,1860,0.656844491,0.524029602,0.651810206,0.653451318,0.652371579,35,0,100
94,36755.16462,1880,0.657052349,0.405656987,0.650201688,0.651064805,0.650443822,35,0,100
95,37159.99487,1900,0.657212532,0.527794759,0.650313436,0.651583011,0.650703579,35,0,100
96,37489.02995,1920,0.657605694,0.408323871,0.649420413,0.650179661,0.6494278,35,0,100
97,37888.26723,1940,0.65770963,0.531403093,0.647929388,0.649791431,0.648543116,35,0,100
98,38216.87549,1960,0.657720256,0.410940886,0.645652613,0.64861006,0.646695823,35,0,100
99,38600.22823,1980,0.658316667,0.541126157,0.650660269,0.652227598,0.650976016,35,0,100
100,38933.86129,2000,0.658100392,0.411073938,0.647301279,0.649341671,0.64794686,35,0,100
