Round,Sim Time [s],Accuracy,Loss,Precision,Recall,F-score,prog [%]
1,4,0.13134851138353765,0.26264412794113157,0.027085550590263185,0.13134851138353765,0.04489690174114783,11.43
2,56,0.13002167027837974,1.3627576081871986,0.0601300374389865,0.13002167027837974,0.0664040688424569,60.0
3,67,0.22978994271164863,0.680439103782177,0.15537596562812014,0.22978994271164863,0.17257404558800488,31.430000000000003
4,120,0.26221036839473244,1.232019507190585,0.2516035462054259,0.26221036839473244,0.21661886637812441,60.0
5,131,0.30012730744748567,0.6094719421446323,0.28881890732492643,0.30012730744748567,0.2694311962083452,31.430000000000003
6,183,0.32372062010335056,1.1109085994005203,0.3118949738692175,0.32372062010335056,0.2930881404582361,60.0
7,194,0.3669637173774666,0.5452584264799952,0.3571425040666323,0.3669637173774666,0.3490320519234126,31.430000000000003
8,247,0.3958993165527588,0.9844193694353104,0.3883075636543484,0.3958993165527588,0.3829027784736592,60.0
9,258,0.4252068746021642,0.4949198555618525,0.4164946910742652,0.4252068746021642,0.4143673014378166,31.430000000000003
10,311,0.4439073178863144,0.9161522180497647,0.4359351361328812,0.4439073178863144,0.43550988629203585,60.0
11,321,0.47007350367518375,0.4246467378992587,0.4616075817783981,0.47007350367518375,0.4613834673046482,28.58
12,374,0.48024670778463074,0.8686311406292021,0.47351993380129287,0.48024670778463074,0.4733921788445134,60.0
13,385,0.5066836409929981,0.4434372089214623,0.4990502408866945,0.5066836409929981,0.49946139065476614,31.430000000000003
14,438,0.5055842640440074,0.8328747730223462,0.4978319879590596,0.5055842640440074,0.4988381199297482,60.0
15,448,0.5225761288064403,0.38944116304777565,0.5146604699019345,0.5225761288064403,0.5156850109080094,28.58
16,501,0.5292548758126354,0.8035143702132628,0.5227862424023949,0.5292548758126354,0.5235072900344334,60.0
17,512,0.5410566518141311,0.41239574031364173,0.5331858556651325,0.5410566518141311,0.5338877177406703,31.430000000000003
18,565,0.5395899316552759,0.7811997015092522,0.5327839589728575,0.5395899316552759,0.5335521318866732,60.0
19,576,0.5448758752387015,0.4022789310603868,0.5381817227878817,0.5448758752387015,0.5387138325104033,31.430000000000003
20,628,0.5467577929654942,0.7628021534597501,0.5396121811304885,0.5467577929654942,0.5410775774626116,60.0
21,639,0.549013367281986,0.394394317877572,0.5433552208411856,0.549013367281986,0.5430382447302341,31.430000000000003
22,692,0.5575929321553592,0.7466878237895435,0.5517386164632788,0.5575929321553592,0.5526324344600843,60.0
