Round,Sim Time [s],Loss,Accuracy,prog [%]
1,55,2.103134058713913,0.10096259024283527,91.43
2,118,2.0308488501787187,0.18437394151518574,88.58
3,182,2.0464313275694845,0.2148326405600525,91.43
4,246,1.8287636727958918,0.2765259243054036,91.43
5,309,1.7180813719585537,0.3188580179391818,91.43
6,373,1.628286018051207,0.35145482388973964,91.43
7,436,1.5504448988348245,0.3789105228615183,91.43
8,500,1.4943434129998088,0.39980310654123824,91.43
9,563,1.4007037364143877,0.42203906514621203,88.58
10,627,1.405626250461489,0.44147888864581053,91.43
11,691,1.3700006930993869,0.4587617589148983,91.43
12,754,1.3381259358779527,0.4744038503609713,91.43
13,818,1.308375052375626,0.48643622839641215,91.43
14,881,1.2827219838101416,0.49671844235397067,91.43
15,945,1.2599391066758427,0.5054692627433822,91.43
16,1008,1.1995223361510319,0.5131534379586767,88.58
17,1072,1.2217216411082772,0.5206738131699847,91.43
18,1136,1.205442783074267,0.5281120105009844,91.43
19,1199,1.187942136643431,0.5377379129293371,91.43
20,1263,1.1718783918196685,0.5446291839859987,91.43
21,1326,1.1203760777318386,0.54510556621881,88.58
22,1390,1.1422557772258297,0.5534893896302778,91.43
23,1453,1.0936462671055167,0.5568476910917918,88.58
24,1517,1.1164372304109564,0.5630059068037628,91.43
25,1581,1.1050994681540063,0.5693502515860862,91.43
26,1644,1.0938991307927761,0.5725224239772478,91.43
27,1708,1.0841504308090137,0.5784292277401006,91.43
28,1771,1.0414837987078702,0.5805577509314667,88.58
29,1835,1.0637057189529908,0.5849923430321593,91.43
30,1898,1.022688418861729,0.590493395054759,88.58
31,1962,1.0473760424026812,0.5943994749507766,91.43
32,2026,1.0391164898194343,0.5986654998906148,91.43
33,2089,1.031213374071836,0.6028221395755852,91.43
34,2153,1.0239398742743187,0.6067600087508204,91.43
35,2216,0.9867789757537685,0.610251778254488,88.58
36,2280,1.010335125903756,0.6135418945526143,91.43
37,2343,0.9746229215290106,0.6153325053629898,88.58
38,2407,0.9983240554169883,0.616714066943776,91.43
39,2471,0.994042597790822,0.6169328374535112,91.43
40,2534,0.9879561462287704,0.6193393130605994,91.43
41,2598,0.9830139629305413,0.6205425508641436,91.43
42,2661,0.9490926409387612,0.6226713334086034,88.58
43,2725,0.9743534691079491,0.6248085758039816,91.43
44,2789,0.9710998158767252,0.6245898052942463,91.43
45,2852,0.9673135711432915,0.6252461168234522,91.43
46,2916,0.9632686584668613,0.6274338219208051,91.43
47,2979,0.9591963933529573,0.631152920586305,91.43
48,3043,0.9564438980314001,0.6303872238022314,91.43
49,3106,0.9249199284202325,0.6322682623913289,88.58
50,3170,0.9503778961331576,0.6355283307810107,91.43
51,3234,0.9474164680405666,0.6368409538394224,91.43
52,3297,0.9455963170407231,0.6399037409757165,91.43
53,3361,0.9447229397922768,0.6397943557208489,91.43
54,3424,0.940786111581354,0.6393568147013783,91.43
55,3488,0.9394586344541028,0.6412163640341282,91.43
56,3551,0.9104668569500743,0.6437845771705996,88.58
57,3615,0.9365651516388832,0.6440603806606869,91.43
58,3679,0.9362929575201903,0.6429665281120105,91.43
59,3742,0.9347934787680944,0.645263618464231,91.43
60,3806,0.9344211182091694,0.6460293152483045,91.43
61,3869,0.9327408742831594,0.6466856267775104,91.43
62,3933,0.9322059074014097,0.6469043972872457,91.43
63,3996,0.9059241776688873,0.6472846336231229,88.58
64,4060,0.9305218717590775,0.6489827171297309,91.43
65,4124,0.9319866557614234,0.6494202581492015,91.43
66,4187,0.9316520860868807,0.6492014876394662,91.43
67,4251,0.9320037295184515,0.6509516517173485,91.43
68,4314,0.9054200659375854,0.6489782093259568,88.58
69,4378,0.9321914189879251,0.6490921023845986,91.43
70,4441,0.906753599616238,0.6502201648413685,88.58
71,4505,0.934075031289628,0.6524830452854955,91.43
72,4569,0.9353860640601106,0.6508422664624809,91.43
73,4632,0.9349057093087485,0.6530299715598338,91.43
74,4696,0.9366615533508605,0.6514985779916868,91.43
75,4759,0.9106544398924074,0.6499943547476572,88.58
76,4823,0.9402902320898907,0.6502953401881426,91.43
77,4886,0.913987091087191,0.6492040194196681,88.58
78,4950,0.9438906611742225,0.6506234959527456,91.43
79,5014,0.9452448851051005,0.6506234959527456,91.43
80,5077,0.9487745247705385,0.6497484139138044,91.43
81,5141,0.9488358686386761,0.6487639466199956,91.43
82,5204,0.9240592513466854,0.650333069888224,88.58
83,5268,0.9528916820805458,0.6510610369722162,91.43
84,5331,0.9282590920310413,0.6499943547476572,88.58
85,5395,0.9603410722299651,0.6500765696784073,91.43
86,5459,0.9640647730904337,0.6509516517173485,91.43
87,5522,0.9658123125764747,0.650185954933275,91.43
88,5586,0.9700634681895017,0.6496390286589367,91.43
89,5649,0.9449192226203086,0.6486394941853901,88.58
90,5713,0.9771028300737997,0.6509516517173485,91.43
91,5777,0.9829836178950789,0.649857799168672,91.43
92,5840,0.9856220798654023,0.6490921023845986,91.43
93,5904,0.9904078952874433,0.6500765696784073,91.43
94,5967,0.9958899218002194,0.6496390286589367,91.43
95,6031,0.9997616660082244,0.650185954933275,91.43
96,6094,0.9750829874089649,0.6487523992322457,88.58
97,6158,1.0094082573222625,0.6495296434040692,91.43
98,6222,1.011846874205792,0.6493108728943339,91.43
99,6285,1.0178709031477056,0.6481076350907897,91.43
100,6349,1.0251410150169005,0.6481076350907897,91.43
