Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
59,14246.69137,590,0.639679031,0.303855905,0.633213269,0.641153944,0.635583875,35,0,100
60,14466.37927,600,0.639856571,0.260606225,0.634816014,0.641430991,0.637011133,35,0,100
61,14717.08148,610,0.640488638,0.310466473,0.634575162,0.641060444,0.636855937,35,0,100
62,14965.45569,620,0.64069998,0.301703598,0.635203884,0.641279368,0.637145221,35,0,100
63,15186.38271,630,0.640844126,0.260232391,0.638054471,0.643853274,0.6398739,35,0,100
64,15436.66702,640,0.641060444,0.310209957,0.633361476,0.639364728,0.635185832,35,0,100
65,15681.10819,650,0.641153944,0.302539763,0.634054732,0.639679031,0.636063847,35,0,100
66,15902.65165,660,0.641225374,0.26087126,0.636920111,0.641921962,0.63853578,35,0,100
67,16152.68097,670,0.641279368,0.310673102,0.635423662,0.64069998,0.637278663,35,0,100
68,16400.16003,680,0.641430991,0.303746652,0.632933567,0.638054131,0.634602374,35,0,100
69,16621.40133,690,0.64160389,0.258905867,0.63499916,0.63955498,0.636485885,35,0,100
70,16841.39271,700,0.641817533,0.312682174,0.635998309,0.640488638,0.637498305,35,0,100
71,17057.75973,710,0.641921962,0.302438369,0.635956994,0.641225374,0.637825277,35,0,100
72,17252.37139,720,0.643782186,0.260622792,0.639715696,0.644852183,0.641543728,35,0,100
73,17469.54364,730,0.643853274,0.31162951,0.636851343,0.641817533,0.638348772,35,0,100
74,17683.92005,740,0.644852183,0.303973024,0.639919191,0.645113519,0.641695741,35,0,100
75,17876.12313,750,0.645113519,0.261651669,0.64134123,0.645566188,0.642727394,35,0,100
76,18096.79087,760,0.645566188,0.312458836,0.639003858,0.643782186,0.640461582,35,0,100
77,18311.41015,770,0.647210984,0.304287282,0.644295454,0.648975892,0.646066632,35,0,100
78,18502.60946,780,0.647215572,0.261515869,0.64673181,0.650873319,0.648293817,35,0,100
79,18721.73209,790,0.648975892,0.315503195,0.643651403,0.647210984,0.64498894,35,0,100
80,18937.41969,800,0.649059717,0.306968711,0.645537356,0.650304936,0.647194376,35,0,100
81,19128.01618,810,0.64938361,0.263763063,0.646107163,0.64938361,0.647272427,35,0,100
82,19346.98196,820,0.64980522,0.316646012,0.646246863,0.65010726,0.647471612,35,0,100
83,19562.30317,830,0.649963262,0.310680902,0.646963705,0.650723914,0.648240864,35,0,100
84,19764.65901,840,0.65010726,0.266358981,0.651258847,0.65504403,0.652546555,35,0,100
85,19985.36247,850,0.65027767,0.318998873,0.645542174,0.649059717,0.646557622,35,0,100
86,20200.25646,860,0.650304936,0.312568364,0.646351608,0.650844487,0.647913748,35,0,100
87,20394.42231,870,0.650426855,0.268095476,0.650867549,0.655219958,0.652248944,35,0,100
88,20613.97601,880,0.650723914,0.323953572,0.64567851,0.64980522,0.647167393,35,0,100
89,20828.34308,890,0.650844487,0.315236052,0.646274169,0.650426855,0.647648954,35,0,100
90,21019.88891,900,0.650873319,0.268278353,0.656303335,0.659554463,0.657513711,35,0,100
91,21236.81829,910,0.651908703,0.324630553,0.64794098,0.6528065,0.649334219,35,0,100
92,21451.95915,920,0.652276149,0.318574286,0.649957493,0.652765533,0.650990268,35,0,100
93,21657.30173,930,0.652765533,0.273541233,0.651049712,0.655030431,0.652346032,35,0,100
94,21877.81108,940,0.6528065,0.328648799,0.647872208,0.651908703,0.649420809,35,0,100
95,22093.44333,950,0.652871948,0.321517721,0.651794474,0.654583696,0.652790232,35,0,100
96,22290.07705,960,0.654583696,0.281192746,0.649475336,0.652276149,0.650379442,35,0,100
97,22510.02899,970,0.655030431,0.336345731,0.647254758,0.649963262,0.648111665,35,0,100
98,22726.65739,980,0.65504403,0.326969366,0.644473608,0.647215572,0.645515219,35,0,100
99,22921.14209,990,0.655219958,0.278899512,0.648930913,0.652871948,0.650438122,35,0,100
100,23141.12898,1000,0.655554463,0.338895985,0.647466202,0.65027767,0.648582025,35,0,100
