Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,189.8927449,10,0.117719424,0.694792029,0.069208807,0.117719424,0.066349832,28,0,100
2,450.0860754,20,0.161467689,0.667007537,0.147289693,0.161467689,0.100166495,35,0,100
3,659.8188777,30,0.197396284,0.53283767,0.177866813,0.197396284,0.142149247,35,0,100
4,909.3426894,40,0.262052242,0.645002308,0.19456929,0.262052242,0.199085606,35,0,100
5,1153.619305,50,0.289551059,0.571790653,0.240090353,0.289551059,0.250651526,35,0,100
6,1380.24539,60,0.347642154,0.460897082,0.334655017,0.347642154,0.316147735,35,0,100
7,1645.077037,70,0.374423258,0.523092318,0.367480172,0.374423258,0.358241669,35,0,100
8,1902.871467,80,0.3967934,0.488967669,0.38873483,0.3967934,0.383123768,35,0,100
9,2133.85663,90,0.416714841,0.412297978,0.408198046,0.416714841,0.404038764,35,0,100
10,2398.199776,100,0.439808219,0.472243576,0.432424898,0.439808219,0.42897829,35,0,100
11,2657.940829,110,0.457393761,0.447077808,0.448346935,0.457393761,0.447464819,35,0,100
12,2888.740349,120,0.467752449,0.378425299,0.458676438,0.467752449,0.458419492,35,0,100
13,3152.025663,130,0.480922186,0.439011572,0.472444743,0.480922186,0.472061457,35,0,100
14,3405.743451,140,0.498428358,0.416070351,0.491495486,0.498428358,0.492434625,35,0,100
15,3643.799262,150,0.506023278,0.352342235,0.497528144,0.506023278,0.498296661,35,0,100
16,3902.546944,160,0.513656258,0.413808043,0.504893093,0.513656258,0.506384755,35,0,100
17,4162.3081,170,0.522232717,0.395890567,0.513216631,0.522232717,0.514456229,35,0,100
18,4396.449787,180,0.532168287,0.341658272,0.523534277,0.532168287,0.525915085,35,0,100
19,4661.043546,190,0.534387375,0.397856812,0.526441128,0.534387375,0.527825775,35,0,100
20,4921.638667,200,0.543880115,0.379589782,0.536833133,0.543880115,0.53777575,35,0,100
21,5156.275426,210,0.550332472,0.325167134,0.542705793,0.552634572,0.545213188,35,0,100
22,5418.019124,220,0.552634572,0.377830729,0.540806562,0.550332472,0.543440449,35,0,100
23,5677.67897,230,0.560141006,0.366517643,0.551828576,0.560141006,0.554287198,35,0,100
24,5889.18535,240,0.561772888,0.307499956,0.55195231,0.561772888,0.554863562,35,0,100
25,6132.579956,250,0.56577181,0.365522878,0.556883591,0.56577181,0.559216232,35,0,100
26,6367.469611,260,0.567549186,0.354176076,0.559472817,0.567549186,0.561628139,35,0,100
27,6580.990175,270,0.575089392,0.301528666,0.565661567,0.575089392,0.568503554,35,0,100
28,6824.626787,280,0.579537836,0.357916787,0.571089205,0.580356536,0.573770664,35,0,100
29,7066.656725,290,0.580356536,0.344237652,0.570306292,0.579537836,0.573155221,35,0,100
30,7286.586213,300,0.58519218,0.292938851,0.575100795,0.58519218,0.578323335,35,0,100
31,7535.912038,310,0.589295771,0.346077334,0.581185197,0.589295771,0.583906457,35,0,100
32,7780.575695,320,0.594597889,0.33582146,0.585984285,0.594597889,0.588555386,35,0,100
33,8004.705503,330,0.596871654,0.286469445,0.588910591,0.596871654,0.591474934,35,0,100
34,8255.032513,340,0.59706322,0.340530069,0.58850891,0.59706322,0.591021867,35,0,100
35,8501.253094,350,0.603815158,0.328950502,0.595722257,0.603815158,0.598657667,35,0,100
36,8724.314396,360,0.609168105,0.281684804,0.601668354,0.609168105,0.604207928,35,0,100
37,8975.272729,370,0.609835123,0.334898521,0.601508468,0.609835123,0.60407622,35,0,100
38,9223.000613,380,0.611141404,0.324050603,0.603089843,0.611141404,0.605563276,35,0,100
39,9446.851684,390,0.616083795,0.277636972,0.609308115,0.616083795,0.611377509,35,0,100
40,9695.123841,400,0.617060421,0.328472901,0.609960595,0.617060421,0.612079047,35,0,100
41,9943.074775,410,0.61912032,0.319527997,0.612016382,0.61912032,0.614342755,35,0,100
42,10168.37574,420,0.620395672,0.274544387,0.613910591,0.620395672,0.616076978,35,0,100
43,10416.93817,430,0.62236331,0.322992192,0.613970339,0.62236331,0.616499921,35,0,100
44,10666.73648,440,0.624973007,0.315788398,0.619474499,0.626076051,0.62089978,35,0,100
45,10889.14778,450,0.626076051,0.271394215,0.61765848,0.624973007,0.61987206,35,0,100
46,11140.1199,460,0.628871053,0.322467002,0.623285187,0.628871053,0.624824646,35,0,100
47,11385.63139,470,0.630258149,0.310130633,0.626542535,0.632938726,0.628611258,35,0,100
48,11605.64114,480,0.631272952,0.263082739,0.624470495,0.630258149,0.626387121,35,0,100
49,11858.26289,490,0.632315849,0.31875519,0.626770359,0.633653196,0.628896142,35,0,100
50,12105.24305,500,0.632938726,0.307594576,0.626201581,0.632315849,0.628258945,35,0,100
51,12324.4426,510,0.63362984,0.264739674,0.625167679,0.631272952,0.627048409,35,0,100
52,12575.57745,520,0.633653196,0.314597448,0.626993423,0.63362984,0.629053044,35,0,100
53,12820.13273,530,0.634629762,0.306972473,0.629500243,0.634629762,0.631137026,35,0,100
54,13038.85145,540,0.637500319,0.26215555,0.632577446,0.637500319,0.633733631,35,0,100
55,13289.31921,550,0.638054131,0.313115042,0.635455361,0.64160389,0.637615966,35,0,100
56,13534.07364,560,0.638106201,0.304133386,0.633275568,0.639856571,0.635583723,35,0,100
57,13752.23265,570,0.639364728,0.261466725,0.631375612,0.638106201,0.633411776,35,0,100
58,14000.01965,580,0.63955498,0.312237837,0.633534841,0.640844126,0.635867509,35,0,100
