time,x,y,in_or_out
0.0,717.487282234817,0,0
1.0,734.457090583892,0,0
2.0,751.4268989329669,0,1
3.0,768.3967072820418,0,1
4.0,785.3665156311167,0,1
5.0,802.3363239801917,0,2
6.0,819.3061323292666,0,2
7.0,836.2759406783415,0,2
8.0,853.2457490274164,0,2
9.0,870.2155573764913,0,2
10.0,887.1853657255663,0,2
11.0,904.1551740746412,0,2
12.0,921.1249824237161,0,2
13.0,938.094790772791,0,2
14.0,955.064599121866,0,2
15.0,972.0344074709409,0,2
16.0,989.0042158200158,0,2
17.0,5.97402416909074,0,2
18.0,22.943832518165706,0,2
19.0,39.91364086724067,0,2
20.0,56.88344921631564,0,2
21.0,73.8532575653906,0,2
22.0,90.82306591446557,0,2
23.0,107.79287426354054,0,2
24.0,124.7626826126155,0,2
25.0,141.73249096169047,0,2
26.0,158.70229931076545,0,2
27.0,175.67210765984044,0,2
28.0,192.64191600891542,0,2
29.0,209.6117243579904,0,1
30.0,226.58153270706538,0,1
31.0,243.55134105614036,0,1
32.0,260.52114940521534,0,0
33.0,277.4909577542903,0,0
34.0,294.4607661033653,0,0
35.0,311.4305744524403,0,0
36.0,328.40038280151526,0,0
37.0,345.37019115059024,0,0
38.0,362.3399994996652,0,0
39.0,379.3098078487402,0,0
40.0,396.2796161978152,0,0
41.0,413.24942454689017,0,0
42.0,430.21923289596515,0,0
43.0,447.18904124504013,0,0
44.0,464.1588495941151,0,0
45.0,481.1286579431901,0,0
46.0,498.0984662922651,0,0
47.0,515.06827464134,0,0
48.0,532.038082990415,0,0
49.0,549.0078913394899,0,0
50.0,565.9776996885648,0,0
51.0,582.9475080376398,0,0
52.0,599.9173163867147,0,0
53.0,616.8871247357896,0,0
54.0,633.8569330848645,0,0
55.0,650.8267414339394,0,0
56.0,667.7965497830144,0,0
57.0,684.7663581320893,0,0
58.0,701.7361664811642,0,0
59.0,718.7059748302391,0,0
60.0,735.6757831793141,0,0
61.0,752.645591528389,0,1
62.0,769.6153998774639,0,1
63.0,786.5852082265388,0,1
64.0,803.5550165756138,0,2
65.0,820.5248249246887,0,2
66.0,837.4946332737636,0,2
67.0,854.4644416228385,0,2
68.0,871.4342499719135,0,2
69.0,888.4040583209884,0,2
70.0,905.3738666700633,0,2
71.0,922.3436750191382,0,2
72.0,939.3134833682132,0,2
73.0,956.2832917172881,0,2
74.0,973.253100066363,0,2
75.0,990.2229084154379,0,2
76.0,7.192716764512852,0,2
77.0,24.16252511358782,0,2
78.0,41.132333462662785,0,2
79.0,58.10214181173775,0,2
80.0,75.07195016081272,0,2
81.0,92.04175850988769,0,2
82.0,109.01156685896265,0,2
83.0,125.98137520803762,0,2
84.0,142.95118355711259,0,2
85.0,159.92099190618757,0,2
86.0,176.89080025526255,0,2
87.0,193.86060860433753,0,2
88.0,210.8304169534125,0,1
89.0,227.8002253024875,0,1
90.0,244.77003365156247,0,1
91.0,261.73984200063745,0,0
92.0,278.70965034971243,0,0
93.0,295.6794586987874,0,0
94.0,312.6492670478624,0,0
95.0,329.6190753969374,0,0
96.0,346.58888374601236,0,0
97.0,363.55869209508734,0,0
98.0,380.5285004441623,0,0
99.0,397.4983087932373,0,0
100.0,414.4681171423123,0,0
101.0,431.43792549138726,0,0
102.0,448.40773384046224,0,0
103.0,465.3775421895372,0,0
104.0,482.3473505386122,0,0
105.0,499.3171588876872,0,0
106.0,516.2869672367622,0,0
107.0,533.2567755858371,0,0
108.0,550.226583934912,0,0
109.0,567.1963922839869,0,0
110.0,584.1662006330619,0,0
111.0,601.1360089821368,0,0
112.0,618.1058173312117,0,0
113.0,635.0756256802866,0,0
114.0,652.0454340293616,0,0
115.0,669.0152423784365,0,0
116.0,685.9850507275114,0,0
117.0,702.9548590765863,0,0
118.0,719.9246674256613,0,0
119.0,736.8944757747362,0,0
120.0,753.8642841238111,0,1
121.0,770.834092472886,0,1
122.0,787.803900821961,0,1
123.0,804.7737091710359,0,2
124.0,821.7435175201108,0,2
125.0,838.7133258691857,0,2
126.0,855.6831342182606,0,2
127.0,872.6529425673356,0,2
128.0,889.6227509164105,0,2
