time,x,y,in_or_out
0.0,874.6799650340545,0,2
1.0,890.5939874561769,0,2
2.0,906.5080098782994,0,2
3.0,922.4220323004218,0,2
4.0,938.3360547225443,0,2
5.0,954.2500771446668,0,2
6.0,970.1640995667892,0,2
7.0,986.0781219889117,0,2
8.0,1.9921444110341326,0,2
9.0,17.906166833156643,0,2
10.0,33.82018925527915,0,2
11.0,49.73421167740166,0,2
12.0,65.64823409952417,0,2
13.0,81.56225652164669,0,2
14.0,97.4762789437692,0,2
15.0,113.39030136589172,0,2
16.0,129.30432378801422,0,2
17.0,145.21834621013673,0,2
18.0,161.13236863225924,0,2
19.0,177.04639105438176,0,2
20.0,192.96041347650427,0,2
21.0,208.87443589862679,0,1
22.0,224.7884583207493,0,1
23.0,240.7024807428718,0,1
24.0,256.6165031649943,0,0
25.0,272.5305255871168,0,0
26.0,288.4445480092393,0,0
27.0,304.35857043136184,0,0
28.0,320.27259285348435,0,0
29.0,336.18661527560687,0,0
30.0,352.1006376977294,0,0
31.0,368.0146601198519,0,0
32.0,383.9286825419744,0,0
33.0,399.8427049640969,0,0
34.0,415.75672738621944,0,0
35.0,431.67074980834195,0,0
36.0,447.58477223046447,0,0
37.0,463.498794652587,0,0
38.0,479.4128170747095,0,0
39.0,495.326839496832,0,0
40.0,511.2408619189545,0,0
41.0,527.154884341077,0,0
42.0,543.0689067631995,0,0
43.0,558.982929185322,0,0
44.0,574.8969516074444,0,0
45.0,590.8109740295669,0,0
46.0,606.7249964516893,0,0
47.0,622.6390188738118,0,0
48.0,638.5530412959342,0,0
49.0,654.4670637180567,0,0
50.0,670.3810861401791,0,0
51.0,686.2951085623016,0,0
52.0,702.2091309844241,0,0
53.0,718.1231534065465,0,0
54.0,734.037175828669,0,0
55.0,749.9511982507914,0,0
56.0,765.8652206729139,0,1
57.0,781.7792430950363,0,1
58.0,797.6932655171588,0,1
59.0,813.6072879392813,0,2
60.0,829.5213103614037,0,2
61.0,845.4353327835262,0,2
62.0,861.3493552056486,0,2
63.0,877.2633776277711,0,2
64.0,893.1774000498935,0,2
65.0,909.091422472016,0,2
66.0,925.0054448941385,0,2
67.0,940.9194673162609,0,2
68.0,956.8334897383834,0,2
69.0,972.7475121605058,0,2
70.0,988.6615345826283,0,2
71.0,4.575557004750749,0,2
72.0,20.48957942687326,0,2
73.0,36.40360184899577,0,2
74.0,52.31762427111828,0,2
75.0,68.23164669324079,0,2
76.0,84.1456691153633,0,2
77.0,100.05969153748582,0,2
78.0,115.97371395960833,0,2
79.0,131.88773638173083,0,2
80.0,147.80175880385335,0,2
81.0,163.71578122597586,0,2
82.0,179.62980364809837,0,2
83.0,195.5438260702209,0,2
84.0,211.4578484923434,0,1
85.0,227.37187091446592,0,1
86.0,243.28589333658843,0,1
87.0,259.1999157587109,0,0
88.0,275.11393818083343,0,0
89.0,291.02796060295594,0,0
90.0,306.94198302507846,0,0
91.0,322.85600544720097,0,0
92.0,338.7700278693235,0,0
93.0,354.684050291446,0,0
94.0,370.5980727135685,0,0
95.0,386.512095135691,0,0
96.0,402.42611755781354,0,0
97.0,418.34013997993605,0,0
98.0,434.25416240205857,0,0
99.0,450.1681848241811,0,0
100.0,466.0822072463036,0,0
101.0,481.9962296684261,0,0
102.0,497.9102520905486,0,0
103.0,513.8242745126711,0,0
104.0,529.7382969347935,0,0
105.0,545.652319356916,0,0
106.0,561.5663417790385,0,0
107.0,577.4803642011609,0,0
108.0,593.3943866232834,0,0
109.0,609.3084090454058,0,0
110.0,625.2224314675283,0,0
111.0,641.1364538896507,0,0
112.0,657.0504763117732,0,0
113.0,672.9644987338957,0,0
114.0,688.8785211560181,0,0
115.0,704.7925435781406,0,0
116.0,720.706566000263,0,0
117.0,736.6205884223855,0,0
118.0,752.5346108445079,0,1
119.0,768.4486332666304,0,1
