Round,Sim Time [s],Accuracy,Loss,Precision,Recall,F-score,prog [%]
1,30,0.09890989098909891,2.3020219833135607,0.03019602713734177,0.09890989098909891,0.024882078337335634,100.0
2,60,0.12181218121812182,2.2989430399417876,0.05267046936144838,0.12181218121812182,0.04479149787507603,100.0
3,90,0.1638163816381638,2.2888301961421966,0.13964211189505085,0.1638163816381638,0.09311613867349444,100.0
4,120,0.20192019201920192,2.180860350328684,0.1768255979251147,0.20192019201920192,0.1425365367000925,100.0
5,150,0.26432643264326433,2.0208954988718033,0.35144726192836556,0.26432643264326433,0.21898436602194477,100.0
6,180,0.2954295429542954,1.9276951611667872,0.2849961439607568,0.2954295429542954,0.2543526478617497,100.0
7,210,0.3335333533353335,1.841576184156537,0.32792045788094176,0.3335333533353335,0.30758699511138565,100.0
8,240,0.36823682368236826,1.7310006079912186,0.3532583291578459,0.36823682368236826,0.35499197454481757,100.0
9,270,0.38803880388038803,1.6514699230715633,0.3781216827588474,0.38803880388038803,0.37358947336394965,100.0
10,300,0.414041404140414,1.5966606572069229,0.40626009621489095,0.414041404140414,0.40172338997012297,100.0
11,330,0.43454345434543457,1.5479581579513848,0.4300788204422901,0.43454345434543457,0.42122969548345585,100.0
12,360,0.4537453745374537,1.5080322545716538,0.4474501325003903,0.4537453745374537,0.4444730825225807,100.0
13,390,0.46944694469446946,1.4743824462243356,0.46157880710648364,0.46944694469446946,0.46047627896067034,100.0
14,420,0.48504850485048506,1.4388978553188965,0.4774328180390774,0.48504850485048506,0.47609703953643856,100.0
15,450,0.49124912491249123,1.4085965421780244,0.48460795294698117,0.49124912491249123,0.48169135130415325,100.0
16,480,0.49334933493349337,1.4021713912241627,0.5001481696451191,0.49334933493349337,0.4904944177282085,100.0
17,510,0.49164916491649163,1.4058167652949225,0.492551965557965,0.49164916491649163,0.4799818117176496,100.0
18,540,0.5137513751375138,1.3487649962756783,0.5083717433928595,0.5137513751375138,0.5064792219849119,100.0
19,570,0.5269526952695269,1.3276405544302747,0.5230904379929884,0.5269526952695269,0.5189999210522547,100.0
20,600,0.5295529552955296,1.312685028730909,0.5263756313629384,0.5295529552955296,0.5189346842009752,100.0
21,630,0.5406540654065407,1.3034142433029134,0.5436411824906472,0.5406540654065407,0.5352165370242661,100.0
22,660,0.5411541154115411,1.2931406775141223,0.5431638868002986,0.5411541154115411,0.5361375904412751,100.0
23,690,0.5471547154715471,1.2650732303289056,0.546077361062775,0.5471547154715471,0.542658709863338,100.0
24,720,0.5503550355035504,1.2748404325991025,0.5532076146469871,0.5503550355035504,0.5383897943459114,100.0
25,750,0.5624562456245624,1.238950325385246,0.5622423997416526,0.5624562456245624,0.560484738736377,100.0
26,780,0.5648564856485648,1.2290324732549278,0.5607298789709138,0.5648564856485648,0.5574454695437914,100.0
27,810,0.5710571057105711,1.2202166590074965,0.5692084325270765,0.5710571057105711,0.5666644284891874,100.0
28,840,0.5715571557155715,1.2195859926524615,0.5744653724922234,0.5715571557155715,0.568907691572879,100.0
29,870,0.5719571957195719,1.2246848387409903,0.5793163523575606,0.5719571957195719,0.564886366706942,100.0
30,900,0.5809580958095809,1.1918482238942212,0.5810268747943739,0.5809580958095809,0.5755904007765017,100.0
31,930,0.5766576657665766,1.1989009719264985,0.5816572371867411,0.5766576657665766,0.5718100664992255,100.0
32,960,0.5849584958495849,1.180179612689626,0.5860969797314867,0.5849584958495849,0.5784541916553456,100.0
33,990,0.5883588358835884,1.1732765473913598,0.5913635124681594,0.5883588358835884,0.5816578646347113,100.0
34,1020,0.5881588158815881,1.171665553066699,0.5882060490015559,0.5881588158815881,0.581596099153117,100.0
35,1050,0.5874587458745875,1.1757217869566492,0.5970310982576011,0.5874587458745875,0.5840617925788368,100.0
36,1080,0.6017601760176018,1.1481516923968185,0.59813397415513,0.6017601760176018,0.5961946726733274,100.0
37,1110,0.602960296029603,1.1439866515591872,0.6008700109715974,0.602960296029603,0.5978914788947505,100.0
38,1140,0.5893589358935893,1.1639990911953442,0.5950198318574911,0.5893589358935893,0.5846772984412747,100.0
39,1170,0.592959295929593,1.1587884986547825,0.6050203484118014,0.592959295929593,0.587888940545734,100.0
40,1200,0.6071607160716072,1.1257014725254733,0.6063581766585477,0.6071607160716072,0.6036514805099706,100.0
41,1230,0.6012601260126013,1.150492467870607,0.6109673091070584,0.6012601260126013,0.5993230187913315,100.0
42,1260,0.613061306130613,1.1159852947125541,0.6152642428226985,0.613061306130613,0.6135965741419726,100.0
43,1290,0.6124612461246125,1.1215126313282089,0.6103972238738348,0.6124612461246125,0.607326373041254,100.0
44,1320,0.6073607360736074,1.127859249969233,0.6135274279414812,0.6073607360736074,0.6026626892348376,100.0
45,1350,0.6100610061006101,1.1214192044515416,0.6167760178871793,0.6100610061006101,0.6088093748811153,100.0
46,1380,0.6060606060606061,1.1338071576124018,0.6168981077166394,0.6060606060606061,0.6046699551505009,100.0
47,1410,0.6145614561456145,1.1225630815659118,0.616540722001057,0.6145614561456145,0.6100939585875083,100.0
48,1440,0.6181618161816181,1.1030352871405353,0.6235617810948588,0.6181618161816181,0.6178532873123854,100.0
49,1470,0.615961596159616,1.1190983305460542,0.6229564610109315,0.615961596159616,0.614892965694321,100.0
50,1500,0.622962296229623,1.0999666625253222,0.6323674722223304,0.622962296229623,0.6251856150463654,100.0
51,1530,0.6266626662666267,1.087630461009542,0.6267819189688614,0.6266626662666267,0.6260469892938879,100.0
52,1560,0.6242624262426243,1.0954650641460908,0.6270013413353751,0.6242624262426243,0.6233282378258638,100.0
