time,x,y,in_or_out
0.0,320.8161429305295,1,0
1.0,303.5888642820335,1,0
2.0,286.3615856335375,1,0
3.0,269.1343069850415,1,0
4.0,251.90702833654555,1,0
5.0,234.67974968804958,1,1
6.0,217.45247103955361,1,1
7.0,200.22519239105765,1,1
8.0,182.99791374256168,1,2
9.0,165.7706350940657,1,2
10.0,148.54335644556974,1,2
11.0,131.31607779707377,1,2
12.0,114.0887991485778,1,2
13.0,96.86152050008184,1,2
14.0,79.63424185158587,1,2
15.0,62.406963203089894,1,2
16.0,45.17968455459392,1,2
17.0,27.952405906097944,1,2
18.0,10.725127257601969,1,2
19.0,993.497848609106,1,2
20.0,976.27056996061,1,2
21.0,959.0432913121141,1,2
22.0,941.8160126636182,1,2
23.0,924.5887340151222,1,2
24.0,907.3614553666263,1,2
25.0,890.1341767181303,1,2
26.0,872.9068980696344,1,2
27.0,855.6796194211385,1,2
28.0,838.4523407726425,1,2
29.0,821.2250621241466,1,2
30.0,803.9977834756506,1,2
31.0,786.7705048271547,1,1
32.0,769.5432261786588,1,1
33.0,752.3159475301628,1,1
34.0,735.0886688816669,1,0
35.0,717.8613902331709,1,0
36.0,700.634111584675,1,0
37.0,683.4068329361791,1,0
38.0,666.1795542876831,1,0
39.0,648.9522756391872,1,0
40.0,631.7249969906912,1,0
41.0,614.4977183421953,1,0
42.0,597.2704396936994,1,0
43.0,580.0431610452034,1,0
44.0,562.8158823967075,1,0
45.0,545.5886037482115,1,0
46.0,528.3613250997156,1,0
47.0,511.1340464512196,1,0
48.0,493.9067678027236,1,0
49.0,476.6794891542276,1,0
50.0,459.4522105057316,1,0
51.0,442.2249318572356,1,0
52.0,424.9976532087396,1,0
53.0,407.7703745602436,1,0
54.0,390.5430959117476,1,0
55.0,373.31581726325163,1,0
56.0,356.08853861475563,1,0
57.0,338.86125996625964,1,0
58.0,321.63398131776364,1,0
59.0,304.40670266926764,1,0
60.0,287.17942402077165,1,0
61.0,269.95214537227565,1,0
