time,x,y,in_or_out
0.0,395.8671803850596,1,0
1.0,379.5838569302996,1,0
2.0,363.30053347553957,1,0
3.0,347.01721002077954,1,0
4.0,330.7338865660195,1,0
5.0,314.4505631112595,1,0
6.0,298.1672396564995,1,0
7.0,281.88391620173945,1,0
8.0,265.60059274697943,1,0
9.0,249.3172692922194,1,1
10.0,233.03394583745938,1,1
11.0,216.75062238269936,1,1
12.0,200.46729892793934,1,1
13.0,184.18397547317932,1,2
14.0,167.9006520184193,1,2
15.0,151.61732856365927,1,2
16.0,135.33400510889925,1,2
17.0,119.05068165413923,1,2
18.0,102.7673581993792,1,2
19.0,86.48403474461918,1,2
20.0,70.20071128985916,1,2
21.0,53.91738783509913,1,2
22.0,37.6340643803391,1,2
23.0,21.350740925579068,1,2
24.0,5.067417470819038,1,2
25.0,988.784094016059,1,2
26.0,972.500770561299,1,2
27.0,956.2174471065389,1,2
28.0,939.9341236517788,1,2
29.0,923.6508001970187,1,2
30.0,907.3674767422586,1,2
31.0,891.0841532874986,1,2
32.0,874.8008298327385,1,2
33.0,858.5175063779784,1,2
34.0,842.2341829232183,1,2
35.0,825.9508594684582,1,2
36.0,809.6675360136982,1,2
37.0,793.3842125589381,1,1
38.0,777.100889104178,1,1
39.0,760.8175656494179,1,1
40.0,744.5342421946578,1,0
41.0,728.2509187398978,1,0
42.0,711.9675952851377,1,0
43.0,695.6842718303776,1,0
44.0,679.4009483756175,1,0
45.0,663.1176249208575,1,0
46.0,646.8343014660974,1,0
47.0,630.5509780113373,1,0
48.0,614.2676545565772,1,0
49.0,597.9843311018171,1,0
50.0,581.701007647057,1,0
51.0,565.417684192297,1,0
52.0,549.1343607375369,1,0
53.0,532.8510372827768,1,0
54.0,516.5677138280167,1,0
55.0,500.2843903732567,1,0
56.0,484.0010669184967,1,0
57.0,467.71774346373667,1,0
58.0,451.43442000897664,1,0
59.0,435.1510965542166,1,0
60.0,418.8677730994566,1,0
61.0,402.5844496446966,1,0
62.0,386.30112618993655,1,0
63.0,370.01780273517653,1,0
64.0,353.7344792804165,1,0
65.0,337.4511558256565,1,0
66.0,321.16783237089646,1,0
67.0,304.88450891613644,1,0
68.0,288.6011854613764,1,0
69.0,272.3178620066164,1,0
70.0,256.0345385518564,1,0
71.0,239.75121509709635,1,1
72.0,223.46789164233633,1,1
73.0,207.1845681875763,1,1
74.0,190.90124473281628,1,2
75.0,174.61792127805626,1,2
76.0,158.33459782329624,1,2
77.0,142.0512743685362,1,2
78.0,125.76795091377619,1,2
79.0,109.48462745901617,1,2
80.0,93.20130400425614,1,2
81.0,76.91798054949612,1,2
82.0,60.63465709473609,1,2
83.0,44.35133363997606,1,2
84.0,28.068010185216032,1,2
85.0,11.784686730456002,1,2
86.0,995.501363275696,1,2
87.0,979.2180398209359,1,2
88.0,962.9347163661758,1,2
