Round,Sim Time [s],Accuracy,Loss,Precision,Recall,F-score,prog [%]
1,28,0,inf,0.0,0.0,0.0,0
2,32,0,inf,0.0,0.0,0.0,0
3,87,0,inf,0.0,0.0,0.0,0
4,91,0,inf,0.0,0.0,0.0,0
5,146,0,inf,0.0,0.0,0.0,0
6,150,0,inf,0.0,0.0,0.0,0
7,205,0,inf,0.0,0.0,0.0,0
8,209,0,inf,0.0,0.0,0.0,0
9,264,0,inf,0.0,0.0,0.0,0
10,268,0,inf,0.0,0.0,0.0,0
11,323,0,inf,0.0,0.0,0.0,0
12,327,0,inf,0.0,0.0,0.0,0
13,382,0,inf,0.0,0.0,0.0,0
14,385,0,inf,0.0,0.0,0.0,0
15,441,0,inf,0.0,0.0,0.0,0
16,444,0,inf,0.0,0.0,0.0,0
17,500,0,inf,0.0,0.0,0.0,0
18,503,0,inf,0.0,0.0,0.0,0
19,559,0,inf,0.0,0.0,0.0,0
20,562,0,inf,0.0,0.0,0.0,0
21,618,0,inf,0.0,0.0,0.0,0
22,621,0,inf,0.0,0.0,0.0,0
23,677,0,inf,0.0,0.0,0.0,0
24,680,0,inf,0.0,0.0,0.0,0
25,736,0,inf,0.0,0.0,0.0,0
26,739,0,inf,0.0,0.0,0.0,0
27,794,0,inf,0.0,0.0,0.0,0
28,798,0,inf,0.0,0.0,0.0,0
29,853,0,inf,0.0,0.0,0.0,0
30,857,0,inf,0.0,0.0,0.0,0
31,912,0,inf,0.0,0.0,0.0,0
32,916,0,inf,0.0,0.0,0.0,0
33,971,0,inf,0.0,0.0,0.0,0
34,975,0,inf,0.0,0.0,0.0,0
35,1030,0,inf,0.0,0.0,0.0,0
36,1034,0,inf,0.0,0.0,0.0,0
37,1089,0,inf,0.0,0.0,0.0,0
38,1093,0,inf,0.0,0.0,0.0,0
39,1148,0,inf,0.0,0.0,0.0,0
40,1152,0,inf,0.0,0.0,0.0,0
41,1207,0,inf,0.0,0.0,0.0,0
42,1210,0,inf,0.0,0.0,0.0,0
43,1266,0,inf,0.0,0.0,0.0,0
44,1269,0,inf,0.0,0.0,0.0,0
45,1325,0,inf,0.0,0.0,0.0,0
46,1328,0,inf,0.0,0.0,0.0,0
47,1384,0,inf,0.0,0.0,0.0,0
48,1387,0,inf,0.0,0.0,0.0,0
49,1443,0,inf,0.0,0.0,0.0,0
50,1446,0,inf,0.0,0.0,0.0,0
51,1502,0,inf,0.0,0.0,0.0,0
52,1505,0,inf,0.0,0.0,0.0,0
53,1561,0,inf,0.0,0.0,0.0,0
54,1564,0,inf,0.0,0.0,0.0,0
55,1619,0,inf,0.0,0.0,0.0,0
56,1623,0,inf,0.0,0.0,0.0,0
57,1678,0,inf,0.0,0.0,0.0,0
58,1682,0,inf,0.0,0.0,0.0,0
59,1737,0,inf,0.0,0.0,0.0,0
60,1741,0,inf,0.0,0.0,0.0,0
61,1796,0,inf,0.0,0.0,0.0,0
62,1800,0,inf,0.0,0.0,0.0,0
63,1855,0,inf,0.0,0.0,0.0,0
64,1859,0,inf,0.0,0.0,0.0,0
65,1914,0,inf,0.0,0.0,0.0,0
66,1918,0,inf,0.0,0.0,0.0,0
67,1973,0,inf,0.0,0.0,0.0,0
68,1977,0,inf,0.0,0.0,0.0,0
69,2032,0,inf,0.0,0.0,0.0,0
70,2035,0,inf,0.0,0.0,0.0,0
71,2091,0,inf,0.0,0.0,0.0,0
72,2094,0,inf,0.0,0.0,0.0,0
73,2150,0,inf,0.0,0.0,0.0,0
74,2153,0,inf,0.0,0.0,0.0,0
75,2209,0,inf,0.0,0.0,0.0,0
76,2212,0,inf,0.0,0.0,0.0,0
77,2268,0,inf,0.0,0.0,0.0,0
78,2271,0,inf,0.0,0.0,0.0,0
79,2327,0,inf,0.0,0.0,0.0,0
80,2330,0,inf,0.0,0.0,0.0,0
81,2386,0,inf,0.0,0.0,0.0,0
82,2389,0,inf,0.0,0.0,0.0,0
83,2444,0,inf,0.0,0.0,0.0,0
84,2448,0,inf,0.0,0.0,0.0,0
85,2503,0,inf,0.0,0.0,0.0,0
86,2507,0,inf,0.0,0.0,0.0,0
87,2562,0,inf,0.0,0.0,0.0,0
88,2566,0,inf,0.0,0.0,0.0,0
89,2621,0,inf,0.0,0.0,0.0,0
90,2625,0,inf,0.0,0.0,0.0,0
91,2680,0,inf,0.0,0.0,0.0,0
92,2684,0,inf,0.0,0.0,0.0,0
93,2739,0,inf,0.0,0.0,0.0,0
94,2743,0,inf,0.0,0.0,0.0,0
95,2798,0,inf,0.0,0.0,0.0,0
96,2802,0,inf,0.0,0.0,0.0,0
97,2857,0,inf,0.0,0.0,0.0,0
98,2860,0,inf,0.0,0.0,0.0,0
99,2916,0,inf,0.0,0.0,0.0,0
100,2919,0,inf,0.0,0.0,0.0,0
