Round,Sim Time [s],Accuracy,Loss,Precision,Recall,F-score,prog [%]
1,27,0,inf,0.0,0.0,0.0,0
2,31,0,inf,0.0,0.0,0.0,0
3,86,0,inf,0.0,0.0,0.0,0
4,90,0,inf,0.0,0.0,0.0,0
5,146,0,inf,0.0,0.0,0.0,0
6,149,0,inf,0.0,0.0,0.0,0
7,205,0,inf,0.0,0.0,0.0,0
8,208,0,inf,0.0,0.0,0.0,0
9,264,0,inf,0.0,0.0,0.0,0
10,268,0,inf,0.0,0.0,0.0,0
11,323,0,inf,0.0,0.0,0.0,0
12,327,0,inf,0.0,0.0,0.0,0
13,382,0,inf,0.0,0.0,0.0,0
14,386,0,inf,0.0,0.0,0.0,0
15,442,0,inf,0.0,0.0,0.0,0
16,445,0,inf,0.0,0.0,0.0,0
17,501,0,inf,0.0,0.0,0.0,0
18,505,0,inf,0.0,0.0,0.0,0
19,560,0,inf,0.0,0.0,0.0,0
20,564,0,inf,0.0,0.0,0.0,0
21,619,0,inf,0.0,0.0,0.0,0
22,623,0,inf,0.0,0.0,0.0,0
23,679,0,inf,0.0,0.0,0.0,0
24,682,0,inf,0.0,0.0,0.0,0
25,738,0,inf,0.0,0.0,0.0,0
26,742,0,inf,0.0,0.0,0.0,0
27,797,0,inf,0.0,0.0,0.0,0
28,801,0,inf,0.0,0.0,0.0,0
29,856,0,inf,0.0,0.0,0.0,0
30,860,0,inf,0.0,0.0,0.0,0
31,916,0,inf,0.0,0.0,0.0,0
32,919,0,inf,0.0,0.0,0.0,0
33,975,0,inf,0.0,0.0,0.0,0
34,978,0,inf,0.0,0.0,0.0,0
35,1034,0,inf,0.0,0.0,0.0,0
36,1038,0,inf,0.0,0.0,0.0,0
37,1093,0,inf,0.0,0.0,0.0,0
38,1097,0,inf,0.0,0.0,0.0,0
39,1153,0,inf,0.0,0.0,0.0,0
40,1156,0,inf,0.0,0.0,0.0,0
41,1212,0,inf,0.0,0.0,0.0,0
42,1215,0,inf,0.0,0.0,0.0,0
43,1271,0,inf,0.0,0.0,0.0,0
44,1275,0,inf,0.0,0.0,0.0,0
45,1330,0,inf,0.0,0.0,0.0,0
46,1334,0,inf,0.0,0.0,0.0,0
47,1389,0,inf,0.0,0.0,0.0,0
48,1393,0,inf,0.0,0.0,0.0,0
49,1449,0,inf,0.0,0.0,0.0,0
50,1452,0,inf,0.0,0.0,0.0,0
51,1508,0,inf,0.0,0.0,0.0,0
52,1512,0,inf,0.0,0.0,0.0,0
53,1567,0,inf,0.0,0.0,0.0,0
54,1571,0,inf,0.0,0.0,0.0,0
55,1626,0,inf,0.0,0.0,0.0,0
56,1630,0,inf,0.0,0.0,0.0,0
57,1686,0,inf,0.0,0.0,0.0,0
58,1689,0,inf,0.0,0.0,0.0,0
59,1745,0,inf,0.0,0.0,0.0,0
60,1749,0,inf,0.0,0.0,0.0,0
61,1804,0,inf,0.0,0.0,0.0,0
62,1808,0,inf,0.0,0.0,0.0,0
63,1863,0,inf,0.0,0.0,0.0,0
64,1867,0,inf,0.0,0.0,0.0,0
65,1923,0,inf,0.0,0.0,0.0,0
66,1926,0,inf,0.0,0.0,0.0,0
67,1982,0,inf,0.0,0.0,0.0,0
68,1985,0,inf,0.0,0.0,0.0,0
69,2041,0,inf,0.0,0.0,0.0,0
70,2045,0,inf,0.0,0.0,0.0,0
71,2100,0,inf,0.0,0.0,0.0,0
72,2104,0,inf,0.0,0.0,0.0,0
73,2160,0,inf,0.0,0.0,0.0,0
74,2163,0,inf,0.0,0.0,0.0,0
75,2219,0,inf,0.0,0.0,0.0,0
76,2222,0,inf,0.0,0.0,0.0,0
77,2278,0,inf,0.0,0.0,0.0,0
78,2282,0,inf,0.0,0.0,0.0,0
79,2337,0,inf,0.0,0.0,0.0,0
80,2341,0,inf,0.0,0.0,0.0,0
81,2397,0,inf,0.0,0.0,0.0,0
82,2400,0,inf,0.0,0.0,0.0,0
83,2456,0,inf,0.0,0.0,0.0,0
84,2459,0,inf,0.0,0.0,0.0,0
85,2515,0,inf,0.0,0.0,0.0,0
86,2519,0,inf,0.0,0.0,0.0,0
87,2574,0,inf,0.0,0.0,0.0,0
88,2578,0,inf,0.0,0.0,0.0,0
89,2633,0,inf,0.0,0.0,0.0,0
90,2637,0,inf,0.0,0.0,0.0,0
91,2693,0,inf,0.0,0.0,0.0,0
92,2696,0,inf,0.0,0.0,0.0,0
93,2752,0,inf,0.0,0.0,0.0,0
94,2756,0,inf,0.0,0.0,0.0,0
95,2811,0,inf,0.0,0.0,0.0,0
96,2815,0,inf,0.0,0.0,0.0,0
97,2870,0,inf,0.0,0.0,0.0,0
98,2874,0,inf,0.0,0.0,0.0,0
99,2930,0,inf,0.0,0.0,0.0,0
100,2933,0,inf,0.0,0.0,0.0,0
