Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,229.785903041,55,,,,,,0,12,0
2,770.213876875,110,,,,,,0,35,0
3,1395.202843458,165,,,,,,0,35,0
4,2018.751330666,220,,,,,,0,35,0
5,2645.220312541,275,,,,,,0,35,0
6,3273.679069958,330,,,,,,0,35,0
7,3906.149631083,385,,,,,,0,35,0
8,4528.483707583,440,,,,,,0,35,0
9,5149.768530916,495,,,,,,0,35,0
10,5775.5467515,550,,,,,,0,35,0
11,6394.565456125,605,,,,,,0,35,0
12,7015.705341416,660,,,,,,0,35,0
13,7638.616513666,715,,,,,,0,35,0
14,8257.001666708,770,,,,,,0,35,0
15,8879.283250416,825,,,,,,0,35,0
16,9501.387337791,880,,,,,,0,35,0
17,10128.092359416,935,,,,,,0,35,0
18,10755.773614166,990,,,,,,0,35,0
19,11335.495360083,1045,,,,,,0,35,0
20,11885.682840791,1100,,,,,,0,35,0
21,12442.31563925,1155,,,,,,0,35,0
22,12995.650454375,1210,,,,,,0,35,0
23,13569.139700875,1265,,,,,,0,35,0
24,14127.908345375,1320,,,,,,0,35,0
25,14682.397652875,1375,,,,,,0,35,0
26,15231.897166125,1430,,,,,,0,35,0
27,15785.196852958,1485,,,,,,0,35,0
28,16345.959784208,1540,,,,,,0,35,0
29,16897.100902375,1595,,,,,,0,35,0
30,17470.96093525,1650,,,,,,0,35,0
31,18029.177161041,1705,,,,,,0,35,0
32,18605.244765125,1760,,,,,,0,35,0
33,19164.377250458,1815,,,,,,0,35,0
34,19728.960217666,1870,,,,,,0,35,0
35,20282.546662625,1925,,,,,,0,35,0
36,20836.226225041,1980,,,,,,0,35,0
37,21404.881573708,2035,,,,,,0,35,0
38,21960.972246,2090,,,,,,0,35,0
39,22514.714323083,2145,,,,,,0,35,0
40,23069.017687416,2200,,,,,,0,35,0
41,23621.834753166,2255,,,,,,0,35,0
42,24177.795808916,2310,,,,,,0,35,0
43,24727.05186275,2365,,,,,,0,35,0
44,25279.6187145,2420,,,,,,0,35,0
45,25832.385556833,2475,,,,,,0,35,0
46,26402.09786375,2530,,,,,,0,35,0
47,26976.27771425,2585,,,,,,0,35,0
48,27528.988593666,2640,,,,,,0,35,0
49,28080.856465333,2695,,,,,,0,35,0
50,28630.807643083,2750,,,,,,0,35,0
51,29208.493183458,2805,,,,,,0,35,0
52,29764.649111708,2860,,,,,,0,35,0
53,30320.698551333,2915,,,,,,0,35,0
54,30874.746939875,2970,,,,,,0,35,0
55,31427.772940916,3025,,,,,,0,35,0
56,32000.866649541,3080,,,,,,0,35,0
57,32556.087281208,3135,,,,,,0,35,0
58,33110.289473125,3190,,,,,,0,35,0
59,33661.69991325,3245,,,,,,0,35,0
60,34217.826551958,3300,,,,,,0,35,0
61,34772.376187833,3355,,,,,,0,35,0
62,35327.669236583,3410,,,,,,0,35,0
63,35879.571740125,3465,,,,,,0,35,0
64,36431.12125875,3520,,,,,,0,35,0
65,36983.158939916,3575,,,,,,0,35,0
66,37543.946552583,3630,,,,,,0,35,0
67,38097.194173166,3685,,,,,,0,35,0
68,38652.742738791,3740,,,,,,0,35,0
69,39206.709684458,3795,,,,,,0,35,0
70,39761.465770083,3850,,,,,,0,35,0
71,40316.424209291,3905,,,,,,0,35,0
72,40868.979323875,3960,,,,,,0,35,0
73,41424.350947958,4015,,,,,,0,35,0
74,41979.815388875,4070,,,,,,0,35,0
75,42531.741306708,4125,,,,,,0,35,0
76,43092.667771083,4180,,,,,,0,35,0
77,43648.87188725,4235,,,,,,0,35,0
78,44201.758832083,4290,,,,,,0,35,0
79,44755.678295208,4345,,,,,,0,35,0
80,45329.496998458,4400,,,,,,0,35,0
81,45888.497909958,4455,,,,,,0,35,0
82,46438.557732541,4510,,,,,,0,35,0
83,46991.192738583,4565,,,,,,0,35,0
84,47557.526541458,4620,,,,,,0,35,0
85,48126.292332333,4675,,,,,,0,35,0
86,48680.202542041,4730,,,,,,0,35,0
87,49235.917307333,4785,,,,,,0,35,0
88,49790.973290166,4840,,,,,,0,35,0
89,50359.298715791,4895,,,,,,0,35,0
90,50914.571369916,4950,,,,,,0,35,0
91,51471.852609,5005,,,,,,0,35,0
92,52032.048131416,5060,,,,,,0,35,0
93,52594.367313916,5115,,,,,,0,35,0
94,53155.19148275,5170,,,,,,0,35,0
95,53722.5838985,5225,,,,,,0,35,0
96,54286.563172458,5280,,,,,,0,35,0
97,54850.858243375,5335,,,,,,0,35,0
98,55436.359588833,5390,,,,,,0,35,0
99,56003.72444075,5445,,,,,,0,35,0
100,56562.723121458,5500,,,,,,0,35,0
