Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,290.38566875,20,,,,,,0,23,0
2,608.100750166,40,,,,,,0,35,0
3,1018.116546333,60,,,,,,0,35,0
4,1316.990925625,80,,,,,,0,35,0
5,1764.966402208,100,,,,,,0,35,0
6,2070.116436375,120,,,,,,0,35,0
7,2504.010651208,140,,,,,,0,35,0
8,2822.483861041,160,,,,,,0,35,0
9,3242.629700125,180,,,,,,0,35,0
10,3538.48910975,200,,,,,,0,35,0
11,3960.872891375,220,,,,,,0,35,0
12,4263.889295958,240,,,,,,0,35,0
13,4682.748681041,260,,,,,,0,35,0
14,4988.644668291,280,,,,,,0,35,0
15,5406.606718333,300,,,,,,0,35,0
16,5701.268019625,320,,,,,,0,35,0
17,6112.296386958,340,,,,,,0,35,0
18,6425.554826916,360,,,,,,0,35,0
19,6890.514596791,380,,,,,,0,35,0
20,7215.553540666,400,,,,,,0,35,0
21,7637.669535,420,,,,,,0,35,0
22,7937.237289125,440,,,,,,0,35,0
23,8358.807650041,460,,,,,,0,35,0
24,8683.876848291,480,,,,,,0,35,0
25,9182.802562416,500,,,,,,0,35,0
26,9516.67720825,520,,,,,,0,35,0
27,10005.872989,540,,,,,,0,35,0
28,10417.151617666,560,,,,,,0,35,0
29,10892.6265715,580,,,,,,0,35,0
30,11329.193399458,600,,,,,,0,35,0
31,11821.802353041,620,,,,,,0,35,0
32,12149.187054875,640,,,,,,0,35,0
33,12582.094834916,660,,,,,,0,35,0
34,12897.0297845,680,,,,,,0,35,0
35,13327.863960416,700,,,,,,0,35,0
36,13630.321718708,720,,,,,,0,35,0
37,14047.184743666,740,,,,,,0,35,0
38,14356.662246166,760,,,,,,0,35,0
39,14790.217369125,780,,,,,,0,35,0
40,15109.27945425,800,,,,,,0,35,0
41,15577.982446791,820,,,,,,0,35,0
42,15888.824697625,840,,,,,,0,35,0
43,16343.7279525,860,,,,,,0,35,0
44,16669.872976708,880,,,,,,0,35,0
45,17116.565988708,900,,,,,,0,35,0
46,17453.86420575,920,,,,,,0,35,0
47,17893.602467166,940,,,,,,0,35,0
48,18224.880960291,960,,,,,,0,35,0
49,18698.911234625,980,,,,,,0,35,0
50,19047.191657666,1000,,,,,,0,35,0
51,19540.589416875,1020,,,,,,0,35,0
52,19878.025719,1040,,,,,,0,35,0
53,20306.860127083,1060,,,,,,0,35,0
54,20602.532836791,1080,,,,,,0,35,0
55,21010.347033666,1100,,,,,,0,35,0
56,21298.924606125,1120,,,,,,0,35,0
57,21811.33687375,1140,,,,,,0,35,0
58,22156.326008833,1160,,,,,,0,35,0
59,22577.836309666,1180,,,,,,0,35,0
60,22899.090020083,1200,,,,,,0,35,0
61,23625.44684525,1220,,,,,,0,35,0
62,24295.163208458,1240,,,,,,0,35,0
63,25198.8933605,1260,,,,,,0,35,0
64,25517.954234083,1280,,,,,,0,35,0
65,25971.910206583,1300,,,,,,0,35,0
66,26289.1908125,1320,,,,,,0,35,0
67,26736.524255375,1340,,,,,,0,35,0
68,27050.04393625,1360,,,,,,0,35,0
69,27485.677858875,1380,,,,,,0,35,0
70,27801.84309575,1400,,,,,,0,35,0
71,28233.679007166,1420,,,,,,0,35,0
72,28536.988711208,1440,,,,,,0,35,0
73,28971.727133875,1460,,,,,,0,35,0
74,29282.223447083,1480,,,,,,0,35,0
75,29719.018651166,1500,,,,,,0,35,0
76,30039.620437416,1520,,,,,,0,35,0
77,30494.380517541,1540,,,,,,0,35,0
78,30811.158024666,1560,,,,,,0,35,0
79,31248.987174125,1580,,,,,,0,35,0
80,31572.568106541,1600,,,,,,0,35,0
81,32006.078285625,1620,,,,,,0,35,0
82,32326.697673916,1640,,,,,,0,35,0
83,32764.727479625,1660,,,,,,0,35,0
84,33080.03445475,1680,,,,,,0,35,0
85,33515.185887375,1700,,,,,,0,35,0
86,33821.838685458,1720,,,,,,0,35,0
87,34247.959102166,1740,,,,,,0,35,0
88,34560.336776458,1760,,,,,,0,35,0
89,35001.528330125,1780,,,,,,0,35,0
90,35307.114900666,1800,,,,,,0,35,0
91,35736.038087375,1820,,,,,,0,35,0
92,36040.547670458,1840,,,,,,0,35,0
93,36496.27387125,1860,,,,,,0,35,0
94,36826.157583958,1880,,,,,,0,35,0
95,37280.657404583,1900,,,,,,0,35,0
96,37596.975422833,1920,,,,,,0,35,0
97,38051.030678083,1940,,,,,,0,35,0
98,38364.749736208,1960,,,,,,0,35,0
99,38805.27094575,1980,,,,,,0,35,0
100,39122.112343291,2000,,,,,,0,35,0
