Round,Sim Time [s],Accuracy,Loss,Precision,Recall,F-score,prog [%]
1,8,0.10240700218818381,0.5261821233987808,0.049772446258224995,0.10240700218818381,0.023773467701038293,22.86
2,64,0.12501562695336918,1.8404705887317658,0.03149043273682175,0.12501562695336918,0.04496021629447375,80.0
3,121,0.14423657211828605,1.9035572794914246,0.13985349426993335,0.14423657211828605,0.05520198855201101,82.86
4,177,0.17552194024253032,1.8292955013990402,0.1554635844095726,0.17552194024253032,0.10507316639188875,80.0
5,234,0.1892736592074009,1.7527713772773743,0.15150229050361486,0.1892736592074009,0.12201618901630572,80.0
6,290,0.29778722340292535,1.568097975844145,0.29168543912311734,0.29778722340292535,0.26056673385553875,80.0
7,347,0.3256657082135267,1.4947391512155532,0.31202300071281247,0.3256657082135267,0.2974783148540722,80.0
8,404,0.3563065781532891,1.470512301672995,0.34617124673198957,0.3563065781532891,0.3385218945732008,82.86
9,460,0.38104763095386923,1.35150036117509,0.3734522352442882,0.38104763095386923,0.36701881046254853,80.0
10,517,0.40417552194024253,1.299324426176399,0.3973301681188629,0.40417552194024253,0.3941455250859649,80.0
11,573,0.4254281785223153,1.2554914680778981,0.4202307932306867,0.4254281785223153,0.41761003549099485,80.0
12,630,0.44618077259657457,1.2217258661489934,0.4411764100793257,0.44618077259657457,0.4400843121513773,80.0
13,687,0.45902232951116473,1.237795790901035,0.45387124423444086,0.45902232951116473,0.4520388763911179,82.86
14,743,0.46993374171771474,1.1689698804976418,0.4647386714369216,0.46993374171771474,0.46415643097441794,80.0
15,800,0.4796849606200775,1.146718869827129,0.4736662157134428,0.4796849606200775,0.4733865435032725,80.0
16,856,0.4870608826103263,1.1259241619433276,0.48075787014893107,0.4870608826103263,0.48026854262581004,80.0
17,913,0.4983122890361295,1.1069162610297092,0.4925493758564469,0.4983122890361295,0.4923706766824603,80.0
18,970,0.5063367531683766,1.13012206318276,0.5009102052603529,0.5063367531683766,0.5008062565881415,82.86
19,1026,0.5140642580322541,1.0728069592333398,0.5077682668173708,0.5140642580322541,0.5075685113427878,80.0
20,1083,0.5207000603500301,1.0978418866793858,0.5153495480595796,0.5207000603500301,0.5150925611423134,82.86
21,1139,0.5270658832354044,1.0436156238140073,0.5216576646568838,0.5270658832354044,0.5218669994268164,80.0
22,1196,0.5348168521065133,1.0298931570383254,0.5293756967900043,0.5348168521065133,0.5300471929374999,80.0
23,1253,0.5414604707302354,1.0548844006518834,0.5360399444851522,0.5414604707302354,0.5364214156729835,82.86
24,1309,0.5445680710088762,1.0059327683009673,0.5382257565651622,0.5445680710088762,0.538632731171548,80.0
25,1366,0.5525648762824381,1.0301728283611127,0.5458893116638954,0.5525648762824381,0.5473754384727613,82.86
26,1422,0.5589448681085135,0.9827310830721167,0.5527169518107535,0.5589448681085135,0.5536421423336072,80.0
27,1479,0.564820602575322,0.9730806539007928,0.5597227965101099,0.564820602575322,0.5609271325941307,80.0
28,1536,0.568135184067592,0.9986593002253678,0.5629545913560086,0.568135184067592,0.5637910975895322,82.86
29,1592,0.5751968996124516,0.95308559437613,0.5685207168326527,0.5751968996124516,0.5701135588220957,80.0
30,1649,0.5788774894387447,0.9786922142167809,0.5744272552695868,0.5788774894387447,0.5755591898689207,82.86
31,1705,0.5835729466183273,0.9357840463584289,0.5772635874331145,0.5835729466183273,0.5785804854167882,80.0
32,1762,0.5894486810851356,0.9279138776983135,0.5839375578469439,0.5894486810851356,0.5847278521248604,80.0
33,1819,0.5931200965600483,0.9530412162510853,0.5874394032117425,0.5931200965600483,0.5890243766836342,82.86
34,1875,0.600075009376172,0.9124512440315099,0.5941159755298573,0.600075009376172,0.595864358511832,80.0
35,1932,0.6016898008449004,0.938340405362565,0.5962442020896771,0.6016898008449004,0.5973448821050438,82.86
36,1988,0.6073259157394675,0.8992683308516513,0.6026945470016203,0.6073259157394675,0.6037179994122567,80.0
37,2045,0.6079509938742342,0.8921203598167166,0.6019818421751848,0.6079509938742342,0.6037838583162151,80.0
38,2101,0.612576572071509,0.8868848196775362,0.6067851443693254,0.612576572071509,0.6083296877942364,80.0
39,2158,0.61632704088011,0.8809882759021944,0.6110532669361193,0.61632704088011,0.6127494059361662,80.0
40,2215,0.6172601086300543,0.9077033713330602,0.6130875962097254,0.6172601086300543,0.6142263798124711,82.86
41,2271,0.6222027753469184,0.8706318474631233,0.6180153066886128,0.6222027753469184,0.6194635712280064,80.0
42,2328,0.6249531191398925,0.8665774903056416,0.6200960062919686,0.6249531191398925,0.6214751405668888,80.0
43,2384,0.6277034629328666,0.8634825108420395,0.6215738116429262,0.6277034629328666,0.6231765781299925,80.0
44,2441,0.6300787598449806,0.8582245341722664,0.625034847620298,0.6300787598449806,0.6265513189850993,80.0
45,2498,0.6287266143633072,0.8858254721468692,0.6243528021354507,0.6287266143633072,0.6254914731210515,82.86
46,2554,0.6328291036379547,0.8505780766104158,0.6283669000301473,0.6328291036379547,0.6296356646183776,80.0
47,2611,0.6323290411301413,0.8473989674395911,0.6274376016415134,0.6323290411301413,0.629096023270558,80.0
48,2667,0.6332041505188148,0.8444744381918586,0.6281283129785161,0.6332041505188148,0.62936867235835,80.0
49,2724,0.6334541817727216,0.8409996191472346,0.6281515385314922,0.6334541817727216,0.6298221067631914,80.0
50,2781,0.6342788171394086,0.8685881053659643,0.630435061489299,0.6342788171394086,0.6317406876104884,82.86
51,2837,0.6364545568196025,0.835679377399855,0.6324131166748221,0.6364545568196025,0.6334038495310417,80.0
52,2894,0.6377791188895594,0.8631781317544628,0.6348302912649699,0.6377791188895594,0.6354420018841361,82.86
53,2950,0.6379547443430429,0.8302312378954287,0.6339397823800923,0.6379547443430429,0.6352716822531541,80.0
54,3007,0.6403300412551569,0.8280207709017846,0.6359583210389598,0.6403300412551569,0.6375362436503966,80.0
55,3064,0.6433313216656609,0.8555087598193873,0.6391347319604397,0.6433313216656609,0.640531711487153,82.86
56,3120,0.6443305413176648,0.8244620916506312,0.6405770799497477,0.6443305413176648,0.6416564577061078,80.0
57,3177,0.6426071213035607,0.8516075277462442,0.6392647155040726,0.6426071213035607,0.6404835699361702,82.86
58,3233,0.6457057132141518,0.8208350909016248,0.6414513345861788,0.6457057132141518,0.6428083610615785,80.0
59,3290,0.6470808851106389,0.8189153743979622,0.6433757978453395,0.6470808851106389,0.6446780777614269,80.0
60,3347,0.6476765238382619,0.8471449918595719,0.6445077591448528,0.6476765238382619,0.645583743269922,82.86
61,3403,0.6473309163645455,0.8172308989437473,0.6435291974569262,0.6473309163645455,0.6448527570436349,80.0
62,3460,0.6491249245624623,0.8458241331746309,0.6455362133967065,0.6491249245624623,0.6467581985721863,82.86
