Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,461.271511541,35,0.10212963823364442,1.5644413742326921,0.04527103342167446,0.10212963823364442,0.022857107302500103,31,0,100.0
2,1106.9724125,70,0.12322467291949918,1.9120028410639083,0.03080743574744803,0.12322467291949918,0.04404850571699601,35,0,100.0
3,1760.622505166,105,0.14343343938258013,1.96366252217974,0.14140880159635302,0.14343343938258013,0.05481382804048232,35,0,100.0
4,2413.97339375,140,0.17432299930616404,1.950841770853315,0.15094345999440686,0.17432299930616404,0.10434623050997767,35,0,100.0
5,3067.620674083,175,0.18843572203032666,1.8654030867985316,0.1496058231212192,0.18843572203032666,0.1214525813247176,35,0,100.0
6,3726.858048458,210,0.2967046466847847,1.6769178220203944,0.29109337729422463,0.2967046466847847,0.25991247736303597,35,0,100.0
7,4382.950430916,245,0.32428324728691904,1.5961997134344919,0.3117655189062824,0.32428324728691904,0.29658557283032616,35,0,100.0
8,5037.63377225,280,0.3556121657194091,1.5089459691728864,0.3453214929809895,0.3556121657194091,0.33781934951068465,35,0,100.0
9,5677.748733458,315,0.37891259847710496,1.4012542975800377,0.37184420827116593,0.37891259847710496,0.36502371918595217,35,0,100.0
10,6330.472508375,350,0.40328414304225896,1.3887284074510846,0.3966190065006625,0.40328414304225896,0.3934474496954694,35,0,100.0
11,6980.838582708,385,0.4240133541937074,1.3362098148890904,0.4189872617581275,0.4240133541937074,0.41633074263622444,35,0,100.0
12,7633.918197208,420,0.4439224976033044,1.3043697118759154,0.43899422708295754,0.4439224976033044,0.4380606256575697,35,0,100.0
13,8289.243031125,455,0.4583548274476799,1.2756873437336513,0.45312072648615986,0.4583548274476799,0.45140229447441627,35,0,100.0
14,8946.064224333,490,0.4689828795194837,1.2523071391241891,0.46380936656887317,0.4689828795194837,0.46333349691808245,35,0,100.0
15,9601.969178958,525,0.4777818834360861,1.228525447845459,0.4717983703154172,0.4777818834360861,0.4716828129583125,35,0,100.0
16,10262.853668708,560,0.48559208474709126,1.1979531151907785,0.4792260852024921,0.48559208474709126,0.4789823789280155,35,0,100.0
17,10917.172857083,595,0.4966982450292608,1.1837630578449794,0.49091243967087245,0.4966982450292608,0.4909407874463282,35,0,100.0
18,11573.309163791,630,0.5057036941426252,1.162623143196106,0.5002580407323243,0.5057036941426252,0.5002486228993142,35,0,100.0
