Round,Sim Time [s],Loss,Accuracy,prog [%]
1,1.877930083,1.6094672317504883,0.09887126732390342,70.0
2,7.169925416,1.6010004036664962,0.1387341048721246,70.0
3,21.463965166,1.5400137194514274,0.1887412487498214,70.0
4,21.469599,1.3978860123693944,0.2774682097442492,70.0
5,26.5195535,1.3375763276591897,0.30632947563937707,70.0
6,40.7504265,1.280835155017674,0.3411915987998285,70.0
7,40.7556075,1.227642098352313,0.3646235176453779,70.0
8,45.800859916,1.1782824247285724,0.38462637519645665,70.0
9,60.076829,1.1256134115144611,0.41177311044434917,70.0
10,60.081673958,1.0926187701486052,0.42477496785255037,70.0
11,65.111467083,1.0666469311017543,0.44492070295756536,70.0
12,79.2859085,1.050261843949929,0.4494927846835262,70.0
13,79.290874958,1.0195982840321958,0.4740677239605658,70.0
14,84.287931041,1.005545517910272,0.48106872410344337,70.0
15,98.566306958,1.0025733090337365,0.4837833976282326,70.0
16,98.57080975,0.9770302289778366,0.4972138876982426,70.0
17,103.58904775,0.9635587144610472,0.5049292756108016,70.0
18,117.790839958,0.9484708925995976,0.5132161737391056,70.0
19,117.795652208,0.9485424937118776,0.5163594799257036,70.0
20,122.813361916,0.9838700746858027,0.4917845406486641,70.0
21,137.048190625,0.9155344492645003,0.5386483783397629,70.0
22,137.053215916,0.9351172835757025,0.5225032147449635,70.0
23,142.082667375,0.9149906715741382,0.5307901128732676,70.0
24,156.2694165,0.8936233636437916,0.5419345620802972,70.0
25,156.27449175,0.8748242009519134,0.5582226032290327,70.0
26,161.297920333,0.8720650626243092,0.558365480782969,70.0
27,175.667789875,0.8647551218735986,0.5629375625089299,70.0
28,175.67255725,0.8528758558079135,0.5686526646663809,70.0
29,180.703843875,0.8496079386604484,0.5709387055293613,70.0
30,195.050286416,0.8518866127894842,0.5705100728675525,70.0
31,195.055667333,0.8338988282431499,0.5830832976139448,70.0
32,200.106418041,0.8228160178864026,0.5829404200600086,70.0
33,214.287902333,0.8280359888979699,0.5895127875410773,70.0
34,214.292817958,0.8182038272029487,0.5872267466780968,70.0
35,219.344334166,0.8132274607167929,0.5915130732961852,70.0
36,233.541842625,0.8206779015034641,0.5873696242320331,70.0
37,233.546622208,0.8037525603574089,0.5983711958851264,70.0
38,238.601649416,0.819610030779746,0.5943706243749107,70.0
39,252.902061125,0.7860035856036819,0.6050864409201314,70.0
40,252.907079625,0.7836344734373706,0.6060865837976854,70.0
41,257.94774375,0.779889591488021,0.6138019717102443,70.0
42,272.234823958,0.7807568199782429,0.6075153593370481,70.0
43,272.239645416,0.7771891120720895,0.6170881554507787,70.0
44,277.288621791,0.7695299080854704,0.6133733390484355,70.0
45,291.512927208,0.761846576442766,0.6233747678239748,70.0
46,291.517965458,0.7529999946739204,0.6275182168881269,70.0
47,296.548400541,0.7794404806943886,0.6155165023574797,70.0
48,310.743909333,0.7709988459251886,0.6212316045149308,70.0
49,310.749043541,0.7515073319703693,0.6309472781825975,70.0
50,315.784803791,0.7429690109840914,0.6313759108444064,70.0
51,330.087516791,0.7552691278089988,0.6248035433633377,70.0
52,330.09251425,0.7428192586033183,0.630661523074725,70.0
53,335.123989125,0.7484188856703273,0.6290898699814259,70.0
54,349.327038208,0.7611728159991712,0.6263751964566366,70.0
55,349.3317815,0.7355106907337409,0.6349478496928133,70.0
56,354.357110833,0.7428673325280397,0.6336619517073868,70.0
57,368.624435333,0.7347869056838026,0.6346620945849407,70.0
58,368.629763083,0.7296676751148072,0.6398056865266467,70.0
59,373.6870595,0.7287714499525073,0.6405200742963281,70.0
60,387.914215916,0.729078883528543,0.6426632376053723,70.0
61,387.919051791,0.7258703312398976,0.6459494213459066,70.0
62,392.957956416,0.7313480911116581,0.645663666238034,70.0
63,407.297874708,0.7431381145206184,0.6378054007715388,70.0
64,407.30258,0.7298323440105688,0.6473781968852693,70.0
65,412.364397041,0.7349605340087044,0.6443777682526075,70.0
66,426.575249125,0.729302972978939,0.6506643806258037,70.0
67,426.580346291,0.720564652942657,0.6493784826403772,70.0
68,431.661213833,0.7316429111045225,0.6506643806258037,70.0
69,445.925588708,0.7191145764746346,0.6550935847978283,70.0
70,445.930121,0.7359342842869765,0.6469495642234605,70.0
71,450.99761375,0.7233651265116791,0.6562366052293185,70.0
72,465.279383125,0.736534722283341,0.6509501357336762,70.0
73,465.283966458,0.722139910771549,0.6540934419202743,70.0
74,470.344079208,0.7153832760255011,0.6622374624946421,70.0
75,484.60722275,0.7331989254472095,0.6552364623517646,70.0
76,484.612269208,0.7250139618625281,0.6583797685383627,70.0
77,489.664526416,0.726839922270667,0.6538076868124018,70.0
78,503.86975325,0.7301005011789673,0.6548078296899557,70.0
79,503.874306833,0.7404470478928821,0.6510930132876125,70.0
80,508.947669125,0.7234061945078756,0.6579511358765537,70.0
81,523.239626625,0.7273952134417377,0.6582368909844264,70.0
82,523.244294416,0.7271509727192023,0.663237605372196,70.0
83,528.308044875,0.7309388233186614,0.6560937276753822,70.0
84,542.541195958,0.737939675469541,0.6555222174596371,70.0
85,542.546161666,0.7425718076410726,0.6566652378911273,70.0
86,547.6220625,0.756262828064174,0.6489498499785684,70.0
87,561.841408208,0.7405540074545457,0.6585226460922989,70.0
88,561.846486458,0.7514183326659223,0.6583797685383627,70.0
89,566.925209541,0.7576393641162206,0.651378768395485,70.0
90,581.180720083,0.7560953259041163,0.6546649521360194,70.0
91,581.186311291,0.7693134073381686,0.6506643806258037,70.0
92,586.246000333,0.7495118453661621,0.654950707243892,70.0
93,600.578637541,0.756389346625468,0.6572367481068724,70.0
94,600.58353275,0.785660110276132,0.6468066866695242,70.0
95,605.656667208,0.7813649908806927,0.6503786255179311,70.0
96,619.890554791,0.76912449813598,0.6592370338619803,70.0
97,619.895647666,0.7725589676268142,0.6542363194742106,70.0
98,624.965452708,0.781145090089613,0.6463780540077154,70.0
99,639.088086708,0.7846276683488778,0.6489498499785684,70.0
100,639.093396583,0.7888605700965414,0.647235319331333,70.0
