Round,Real Time[s],Sim Time[s],Accuracy,Loss,Precision,Recall,F-score,received,failure,p_rate[%]
1,368.681856458,45,,,,,,0,25,0
2,940.163916375,90,,,,,,0,35,0
3,1553.5937485,135,,,,,,0,35,0
4,2168.308314416,180,,,,,,0,35,0
5,2776.526216833,225,,,,,,0,35,0
6,3393.952835625,270,,,,,,0,35,0
7,4012.301091583,315,,,,,,0,35,0
8,4611.179169625,360,,,,,,0,35,0
9,5214.2359045,405,,,,,,0,35,0
10,5814.855250583,450,,,,,,0,35,0
11,6416.204235,495,,,,,,0,35,0
12,7017.543881041,540,,,,,,0,35,0
13,7619.711189208,585,,,,,,0,35,0
14,8226.193079166,630,,,,,,0,35,0
15,8831.422113416,675,,,,,,0,35,0
16,9432.429792375,720,,,,,,0,35,0
17,10030.926505916,765,,,,,,0,35,0
18,10626.217473458,810,,,,,,0,35,0
19,11193.82089775,855,,,,,,0,35,0
20,11737.956953125,900,,,,,,0,35,0
21,12281.565214708,945,,,,,,0,35,0
22,12827.329071416,990,,,,,,0,35,0
23,13371.56765125,1035,,,,,,0,35,0
24,13919.793648583,1080,,,,,,0,35,0
25,14462.877561333,1125,,,,,,0,35,0
26,15006.106899958,1170,,,,,,0,35,0
27,15549.047583875,1215,,,,,,0,35,0
28,16096.213127916,1260,,,,,,0,35,0
29,16641.473153416,1305,,,,,,0,35,0
30,17188.359070916,1350,,,,,,0,35,0
31,17734.052212375,1395,,,,,,0,35,0
32,18284.425417041,1440,,,,,,0,35,0
33,18828.120810708,1485,,,,,,0,35,0
34,19375.35792675,1530,,,,,,0,35,0
35,19919.921283958,1575,,,,,,0,35,0
36,20460.064605166,1620,,,,,,0,35,0
37,21005.735741958,1665,,,,,,0,35,0
38,21549.008548083,1710,,,,,,0,35,0
39,22093.238315041,1755,,,,,,0,35,0
40,22640.25379075,1800,,,,,,0,35,0
41,23181.712058041,1845,,,,,,0,35,0
42,23729.541643125,1890,,,,,,0,35,0
43,24272.698598833,1935,,,,,,0,35,0
44,24817.2250475,1980,,,,,,0,35,0
45,25362.836352625,2025,,,,,,0,35,0
46,25910.120775583,2070,,,,,,0,35,0
47,26457.09169275,2115,,,,,,0,35,0
48,27000.419755541,2160,,,,,,0,35,0
49,27546.397219041,2205,,,,,,0,35,0
50,28092.262133291,2250,,,,,,0,35,0
51,28637.123499166,2295,,,,,,0,35,0
52,29181.574850875,2340,,,,,,0,35,0
53,29728.321501916,2385,,,,,,0,35,0
54,30271.196272791,2430,,,,,,0,35,0
55,30814.436900583,2475,,,,,,0,35,0
56,31357.672028083,2520,,,,,,0,35,0
57,31906.37568825,2565,,,,,,0,35,0
58,32448.5513705,2610,,,,,,0,35,0
59,32993.649675708,2655,,,,,,0,35,0
60,33540.081378416,2700,,,,,,0,35,0
61,34084.536914583,2745,,,,,,0,35,0
62,34627.99570825,2790,,,,,,0,35,0
63,35173.084513583,2835,,,,,,0,35,0
64,35715.1956965,2880,,,,,,0,35,0
65,36263.462589916,2925,,,,,,0,35,0
66,36808.157526166,2970,,,,,,0,35,0
67,37349.291855458,3015,,,,,,0,35,0
68,37891.297614583,3060,,,,,,0,35,0
69,38437.921991833,3105,,,,,,0,35,0
70,38986.012569875,3150,,,,,,0,35,0
71,39531.945619375,3195,,,,,,0,35,0
72,40076.062178791,3240,,,,,,0,35,0
73,40624.841113083,3285,,,,,,0,35,0
74,41170.685001583,3330,,,,,,0,35,0
75,41714.20717475,3375,,,,,,0,35,0
76,42257.96337225,3420,,,,,,0,35,0
77,42804.501308083,3465,,,,,,0,35,0
78,43351.414411458,3510,,,,,,0,35,0
79,43892.052227125,3555,,,,,,0,35,0
80,44440.422368708,3600,,,,,,0,35,0
81,44986.846359875,3645,,,,,,0,35,0
82,45532.864793,3690,,,,,,0,35,0
83,46080.457138041,3735,,,,,,0,35,0
84,46624.622393833,3780,,,,,,0,35,0
85,47174.071929958,3825,,,,,,0,35,0
86,47719.103514791,3870,,,,,,0,35,0
87,48267.377999541,3915,,,,,,0,35,0
88,48812.280584041,3960,,,,,,0,35,0
89,49357.429460625,4005,,,,,,0,35,0
90,49903.634642375,4050,,,,,,0,35,0
91,50463.710920708,4095,,,,,,0,35,0
92,51015.273557208,4140,,,,,,0,35,0
93,51563.795285166,4185,,,,,,0,35,0
94,52112.843414666,4230,,,,,,0,35,0
95,52664.727657375,4275,,,,,,0,35,0
96,53213.40094575,4320,,,,,,0,35,0
97,53760.56845475,4365,,,,,,0,35,0
98,54329.102346,4410,,,,,,0,35,0
99,54877.7205165,4455,,,,,,0,35,0
100,55428.151673083,4500,,,,,,0,35,0
