time,x,y,in_or_out
0.0,30.71203517625241,0,2
1.0,47.40516376979814,0,2
2.0,64.09829236334387,0,2
3.0,80.79142095688961,0,2
4.0,97.48454955043535,0,2
5.0,114.17767814398108,0,2
6.0,130.8708067375268,0,2
7.0,147.56393533107254,0,2
8.0,164.25706392461828,0,2
9.0,180.95019251816402,0,2
10.0,197.64332111170975,0,2
11.0,214.3364497052555,0,1
12.0,231.02957829880123,0,1
13.0,247.72270689234696,0,1
14.0,264.41583548589267,0,0
15.0,281.1089640794384,0,0
16.0,297.80209267298414,0,0
17.0,314.4952212665299,0,0
18.0,331.1883498600756,0,0
19.0,347.88147845362136,0,0
20.0,364.5746070471671,0,0
21.0,381.26773564071283,0,0
22.0,397.96086423425857,0,0
23.0,414.6539928278043,0,0
24.0,431.34712142135004,0,0
25.0,448.0402500148958,0,0
26.0,464.7333786084415,0,0
27.0,481.42650720198725,0,0
28.0,498.119635795533,0,0
29.0,514.8127643890787,0,0
30.0,531.5058929826243,0,0
31.0,548.19902157617,0,0
32.0,564.8921501697157,0,0
33.0,581.5852787632614,0,0
34.0,598.2784073568071,0,0
35.0,614.9715359503527,0,0
36.0,631.6646645438984,0,0
37.0,648.3577931374441,0,0
38.0,665.0509217309898,0,0
39.0,681.7440503245355,0,0
40.0,698.4371789180811,0,0
41.0,715.1303075116268,0,0
42.0,731.8234361051725,0,0
43.0,748.5165646987182,0,0
44.0,765.2096932922639,0,1
45.0,781.9028218858095,0,1
46.0,798.5959504793552,0,1
47.0,815.2890790729009,0,2
48.0,831.9822076664466,0,2
49.0,848.6753362599923,0,2
50.0,865.368464853538,0,2
51.0,882.0615934470836,0,2
52.0,898.7547220406293,0,2
53.0,915.447850634175,0,2
54.0,932.1409792277207,0,2
55.0,948.8341078212663,0,2
56.0,965.527236414812,0,2
57.0,982.2203650083577,0,2
58.0,998.9134936019034,0,2
59.0,15.606622195449063,0,2
60.0,32.2997507889948,0,2
61.0,48.992879382540536,0,2
62.0,65.68600797608627,0,2
63.0,82.37913656963201,0,2
64.0,99.07226516317775,0,2
65.0,115.76539375672348,0,2
66.0,132.45852235026922,0,2
67.0,149.15165094381496,0,2
68.0,165.8447795373607,0,2
69.0,182.53790813090643,0,2
70.0,199.23103672445217,0,2
71.0,215.9241653179979,0,1
72.0,232.61729391154364,0,1
73.0,249.31042250508938,0,1
74.0,266.0035510986351,0,0
75.0,282.69667969218085,0,0
76.0,299.3898082857266,0,0
77.0,316.0829368792723,0,0
78.0,332.77606547281806,0,0
79.0,349.4691940663638,0,0
80.0,366.16232265990953,0,0
81.0,382.85545125345527,0,0
82.0,399.548579847001,0,0
83.0,416.24170844054674,0,0
84.0,432.9348370340925,0,0
85.0,449.6279656276382,0,0
86.0,466.32109422118396,0,0
87.0,483.0142228147297,0,0
88.0,499.70735140827543,0,0
89.0,516.4004800018212,0,0
90.0,533.0936085953668,0,0
91.0,549.7867371889125,0,0
92.0,566.4798657824582,0,0
93.0,583.1729943760039,0,0
94.0,599.8661229695496,0,0
95.0,616.5592515630952,0,0
96.0,633.2523801566409,0,0
97.0,649.9455087501866,0,0
98.0,666.6386373437323,0,0
99.0,683.331765937278,0,0
100.0,700.0248945308236,0,0
101.0,716.7180231243693,0,0
102.0,733.411151717915,0,0
103.0,750.1042803114607,0,1
104.0,766.7974089050064,0,1
105.0,783.490537498552,0,1
106.0,800.1836660920977,0,2
107.0,816.8767946856434,0,2
108.0,833.5699232791891,0,2
109.0,850.2630518727348,0,2
110.0,866.9561804662804,0,2
111.0,883.6493090598261,0,2
112.0,900.3424376533718,0,2
113.0,917.0355662469175,0,2
114.0,933.7286948404632,0,2
115.0,950.4218234340088,0,2
