time,x,y,in_or_out
0.0,259.41521393344425,1,0
1.0,242.5336801966199,1,1
2.0,225.65214645979557,1,1
3.0,208.77061272297124,1,1
4.0,191.8890789861469,1,2
5.0,175.00754524932256,1,2
6.0,158.12601151249822,1,2
7.0,141.2444777756739,1,2
8.0,124.36294403884955,1,2
9.0,107.48141030202521,1,2
10.0,90.59987656520087,1,2
11.0,73.71834282837654,1,2
12.0,56.8368090915522,1,2
13.0,39.95527535472786,1,2
14.0,23.073741617903522,1,2
15.0,6.1922078810791845,1,2
16.0,989.3106741442548,1,2
17.0,972.4291404074304,1,2
18.0,955.547606670606,1,2
19.0,938.6660729337816,1,2
20.0,921.7845391969572,1,2
21.0,904.9030054601328,1,2
22.0,888.0214717233084,1,2
23.0,871.139937986484,1,2
24.0,854.2584042496596,1,2
25.0,837.3768705128352,1,2
26.0,820.4953367760108,1,2
27.0,803.6138030391865,1,2
28.0,786.732269302362,1,1
29.0,769.8507355655377,1,1
30.0,752.9692018287133,1,1
31.0,736.0876680918889,1,0
32.0,719.2061343550645,1,0
33.0,702.3246006182401,1,0
34.0,685.4430668814157,1,0
35.0,668.5615331445913,1,0
36.0,651.6799994077669,1,0
37.0,634.7984656709425,1,0
38.0,617.9169319341181,1,0
39.0,601.0353981972937,1,0
40.0,584.1538644604693,1,0
41.0,567.2723307236449,1,0
42.0,550.3907969868205,1,0
43.0,533.5092632499961,1,0
44.0,516.6277295131717,1,0
45.0,499.7461957763474,1,0
46.0,482.86466203952307,1,0
47.0,465.98312830269873,1,0
48.0,449.1015945658744,1,0
49.0,432.22006082905006,1,0
50.0,415.3385270922257,1,0
51.0,398.4569933554014,1,0
52.0,381.57545961857704,1,0
53.0,364.6939258817527,1,0
54.0,347.81239214492837,1,0
55.0,330.93085840810403,1,0
56.0,314.0493246712797,1,0
57.0,297.16779093445535,1,0
58.0,280.286257197631,1,0
59.0,263.4047234608067,1,0
60.0,246.52318972398234,1,1
61.0,229.641655987158,1,1
62.0,212.76012225033367,1,1
63.0,195.87858851350933,1,2
64.0,178.997054776685,1,2
65.0,162.11552103986065,1,2
66.0,145.23398730303632,1,2
67.0,128.35245356621198,1,2
68.0,111.47091982938764,1,2
69.0,94.5893860925633,1,2
70.0,77.70785235573896,1,2
71.0,60.82631861891463,1,2
72.0,43.94478488209029,1,2
73.0,27.06325114526595,1,2
74.0,10.181717408441614,1,2
75.0,993.3001836716173,1,2
76.0,976.4186499347929,1,2
77.0,959.5371161979685,1,2
78.0,942.6555824611441,1,2
79.0,925.7740487243198,1,2
80.0,908.8925149874954,1,2
81.0,892.010981250671,1,2
82.0,875.1294475138466,1,2
83.0,858.2479137770222,1,2
84.0,841.3663800401978,1,2
85.0,824.4848463033734,1,2
86.0,807.603312566549,1,2
87.0,790.7217788297246,1,1
88.0,773.8402450929002,1,1
89.0,756.9587113560758,1,1
90.0,740.0771776192514,1,0
91.0,723.195643882427,1,0
92.0,706.3141101456026,1,0
93.0,689.4325764087782,1,0
94.0,672.5510426719538,1,0
95.0,655.6695089351294,1,0
96.0,638.787975198305,1,0
97.0,621.9064414614807,1,0
98.0,605.0249077246563,1,0
99.0,588.1433739878319,1,0
100.0,571.2618402510075,1,0
101.0,554.3803065141831,1,0
102.0,537.4987727773587,1,0
103.0,520.6172390405343,1,0
104.0,503.73570530370995,1,0
105.0,486.8541715668856,1,0
106.0,469.9726378300613,1,0
107.0,453.09110409323694,1,0
108.0,436.2095703564126,1,0
109.0,419.32803661958826,1,0
110.0,402.4465028827639,1,0
111.0,385.5649691459396,1,0
112.0,368.68343540911525,1,0
113.0,351.8019016722909,1,0
114.0,334.9203679354666,1,0
115.0,318.03883419864223,1,0
116.0,301.1573004618179,1,0
117.0,284.27576672499356,1,0
118.0,267.3942329881692,1,0
119.0,250.51269925134488,1,0
120.0,233.63116551452055,1,1
121.0,216.7496317776962,1,1
122.0,199.86809804087187,1,2
123.0,182.98656430404753,1,2
124.0,166.1050305672232,1,2
